access,geometry,highway,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,u,v
,"LINESTRING (-117.7064675 34.1029888, -117.7063694 34.1028993)",footway,0,,13.44,,,False,556348882,,,5366823862,5365357526
,"LINESTRING (-117.7064675 34.1029888, -117.7066176 34.1029879, -117.706625 34.1033999)",footway,0,,59.638,,,False,"[543987968, 543987967]",,,5366823862,5258514841
,"LINESTRING (-117.70627 34.1038233, -117.7061695 34.1038141, -117.7061696 34.1037732)",footway,0,,13.858,,,False,556348881,,,5366823861,5258514839
,"LINESTRING (-117.7071401 34.1008227, -117.70714 34.100846)",footway,0,,2.591,,,False,34036042,,,5366823867,5366823884
,"LINESTRING (-117.7071401 34.1008227, -117.7071407 34.100578)",footway,0,,27.209,,,False,34036042,,,5366823867,5366823877
,"LINESTRING (-117.7071401 34.1008227, -117.7070223 34.1007462)",footway,0,,13.784,,,False,556348884,,,5366823867,5366823868
,"LINESTRING (-117.7070223 34.1007462, -117.7071401 34.1008227)",footway,0,,13.784,,,False,556348884,,,5366823868,5366823867
,"LINESTRING (-117.7070223 34.1007462, -117.7069817 34.100748, -117.7069368 34.1007476, -117.7069033 34.100743, -117.7068682 34.1007232, -117.7068523 34.1006902, -117.7068539 34.1006539, -117.7068555 34.1006275, -117.7068547 34.1005773)",footway,0,,31.427,,,False,556348884,,,5366823868,5366823876
,"LINESTRING (-117.7070223 34.1007462, -117.7070245 34.1007067, -117.7070245 34.1006684, -117.7070269 34.1005777)",footway,0,,18.744,,,False,556348885,,,5366823868,5366823880
,"LINESTRING (-117.7114321 34.0977414, -117.7115495 34.0977414)",footway,0,,10.81,,,False,544090174,,,5259492285,5259492286
,"LINESTRING (-117.7114321 34.0977414, -117.7113899 34.0976703)",footway,0,,8.809,,,False,544090178,,,5259492285,5259492287
,"LINESTRING (-117.7114321 34.0977414, -117.7112953 34.0977403)",footway,0,,12.597,,,False,544090179,,,5259492285,5259492288
,"LINESTRING (-117.7114321 34.0977414, -117.711459 34.0978224, -117.711465 34.0978574, -117.7114623 34.0978907, -117.7114509 34.0979291, -117.7114234 34.0979774, -117.7113912 34.0980146, -117.7113651 34.0980407)",footway,0,,36.175,,,False,544090174,,,5259492285,5259492249
,"LINESTRING (-117.7114321 34.0977414, -117.7114073 34.0977558, -117.7113651 34.0977736, -117.7113336 34.0977902, -117.7113014 34.0978175, -117.7112699 34.097848, -117.7112591 34.0978841, -117.7112591 34.097913, -117.7112759 34.0979379, -117.71129 34.0979657, -117.7113161 34.0979924, -117.7113369 34.0980101, -117.7113651 34.0980407)",footway,1,,44.014,,,False,"[544090176, 544090171]",,,5259492285,5259492249
,"LINESTRING (-117.7115495 34.0977414, -117.7114321 34.0977414)",footway,0,,10.81,,,False,544090174,,,5259492286,5259492285
,"LINESTRING (-117.7113899 34.0976703, -117.7114321 34.0977414)",footway,0,,8.809,,,False,544090178,,,5259492287,5259492285
,"LINESTRING (-117.7112953 34.0977403, -117.7114321 34.0977414)",footway,0,,12.597,,,False,544090179,,,5259492288,5259492285
,"LINESTRING (-117.7094741 34.0987059, -117.7094741 34.0987969)",footway,0,,10.119,,,False,544090181,,,5259492290,5259492291
,"LINESTRING (-117.7094741 34.0987059, -117.7094741 34.0983516)",footway,0,,39.396,,,False,544090182,,,5259492290,5259492292
,"LINESTRING (-117.7094741 34.0987059, -117.7092144 34.0987092)",footway,0,,23.915,,,False,556524469,,,5259492290,5368525588
,"LINESTRING (-117.7094741 34.0987059, -117.7097169 34.0987059, -117.7097752 34.0987325)",footway,0,,28.485,,,False,544090181,,,5259492290,5259492228
,"LINESTRING (-117.7094741 34.0987969, -117.7094741 34.0987059)",footway,0,,10.119,,,False,544090181,,,5259492291,5259492290
,"LINESTRING (-117.7094741 34.0983516, -117.7094741 34.0987059)",footway,0,,39.396,,,False,544090182,,,5259492292,5259492290
,"LINESTRING (-117.7071407 34.100578, -117.7071401 34.1008227)",footway,0,,27.209,,,False,34036042,,,5366823877,5366823867
,"LINESTRING (-117.7071407 34.100578, -117.7071409 34.1005306)",footway,0,,5.271,,,False,34036042,,,5366823877,390036637
,"LINESTRING (-117.7071407 34.100578, -117.7070269 34.1005777)",footway,0,,10.478,,,False,556348884,,,5366823877,5366823880
,"LINESTRING (-117.7068547 34.1005773, -117.7070269 34.1005777)",footway,0,,15.855,,,False,556348884,,,5366823876,5366823880
,"LINESTRING (-117.7068547 34.1005773, -117.7067263 34.1005777)",footway,0,,11.823,,,False,556348886,,,5366823876,5366823882
,"LINESTRING (-117.7068547 34.1005773, -117.7068555 34.1006275, -117.7068539 34.1006539, -117.7068523 34.1006902, -117.7068682 34.1007232, -117.7069033 34.100743, -117.7069368 34.1007476, -117.7069817 34.100748, -117.7070223 34.1007462)",footway,0,,31.427,,,False,556348884,,,5366823876,5366823868
,"LINESTRING (-117.7114772 34.1016211, -117.7113852 34.1016178, -117.7103195 34.1016151, -117.7102858 34.1015996, -117.7094831 34.1015891)",service,0,,184.06900000000002,,East 8th Street,False,13389711,,,122942405,123250221
,"LINESTRING (-117.7114772 34.1016211, -117.7114584 34.1016767, -117.7114557 34.1025362, -117.7114799 34.1026228)",residential,0,,111.876,,Columbia Avenue,False,158300381,,,122942405,123586950
,"LINESTRING (-117.7114772 34.1016211, -117.7115577 34.1015812, -117.7117776 34.1015256, -117.7119385 34.1014634, -117.7122265 34.1013062, -117.712357 34.1012236, -117.7124455 34.1012014, -117.7126252 34.1011969)",residential,0,,118.109,,Columbia Avenue,False,158300381,,,122942405,371251392
,"LINESTRING (-117.7070269 34.1005777, -117.7071407 34.100578)",footway,0,,10.478,,,False,556348884,,,5366823880,5366823877
,"LINESTRING (-117.7070269 34.1005777, -117.7068547 34.1005773)",footway,0,,15.855,,,False,556348884,,,5366823880,5366823876
,"LINESTRING (-117.7070269 34.1005777, -117.7070245 34.1006684, -117.7070245 34.1007067, -117.7070223 34.1007462)",footway,0,,18.744,,,False,556348885,,,5366823880,5366823868
,"LINESTRING (-117.7066394 34.1005779, -117.7067263 34.1005777)",footway,0,,8.001,,,False,556348886,,,5366823881,5366823882
,"LINESTRING (-117.7067263 34.1005777, -117.7066394 34.1005779)",footway,0,,8.001,,,False,556348886,,,5366823882,5366823881
,"LINESTRING (-117.7067263 34.1005777, -117.7068547 34.1005773)",footway,0,,11.823,,,False,556348886,,,5366823882,5366823876
,"LINESTRING (-117.7067263 34.1005777, -117.7067247 34.100846)",footway,0,,29.834,,,False,556348887,,,5366823882,5366823883
,"LINESTRING (-117.7067247 34.100846, -117.7070038 34.100846)",footway,0,,25.698,,,False,556348887,,,5366823883,5366823885
,"LINESTRING (-117.7067247 34.100846, -117.7067263 34.1005777)",footway,0,,29.834,,,False,556348887,,,5366823883,5366823882
,"LINESTRING (-117.7067247 34.100846, -117.7066725 34.1008804, -117.7066459 34.1008873, -117.7066202 34.1008869, -117.7065908 34.1008775, -117.7065581 34.1008641, -117.7061527 34.1008641, -117.7060769 34.1008614, -117.7060565 34.1008665, -117.7060119 34.1008747, -117.7059782 34.1008802, -117.7059455 34.1008767, -117.7059128 34.1008649, -117.7058801 34.1008504, -117.7058607 34.1008359, -117.7058584 34.100745)",footway,0,,93.23400000000001,,,False,"[556348890, 556348893]",,,5366823883,5366823892
,"LINESTRING (-117.70714 34.100846, -117.7071383 34.10151)",footway,0,,73.834,,,False,34036042,,,5366823884,5259487263
,"LINESTRING (-117.70714 34.100846, -117.7071401 34.1008227)",footway,0,,2.591,,,False,34036042,,,5366823884,5366823867
,"LINESTRING (-117.70714 34.100846, -117.7070038 34.100846)",footway,0,,12.541,,,False,556348887,,,5366823884,5366823885
,"LINESTRING (-117.7070038 34.100846, -117.70714 34.100846)",footway,0,,12.541,,,False,556348887,,,5366823885,5366823884
,"LINESTRING (-117.7070038 34.100846, -117.7067247 34.100846)",footway,0,,25.698,,,False,556348887,,,5366823885,5366823883
,"LINESTRING (-117.7070038 34.100846, -117.7070033 34.1010098)",footway,0,,18.214,,,False,556348888,,,5366823885,5366823888
,"LINESTRING (-117.7068993 34.1011227, -117.707003 34.1011234, -117.7070033 34.1010098)",footway,0,,22.18,,,False,556348888,,,5366823887,5366823888
,"LINESTRING (-117.7070033 34.1010098, -117.7070038 34.100846)",footway,0,,18.214,,,False,556348888,,,5366823888,5366823885
,"LINESTRING (-117.7070033 34.1010098, -117.7069631 34.1010105)",footway,0,,3.702,,,False,556348889,,,5366823888,5366823889
,"LINESTRING (-117.7070033 34.1010098, -117.707003 34.1011234, -117.7068993 34.1011227)",footway,0,,22.18,,,False,556348888,,,5366823888,5366823887
,"LINESTRING (-117.7069631 34.1010105, -117.7070033 34.1010098)",footway,0,,3.702,,,False,556348889,,,5366823889,5366823888
,"LINESTRING (-117.7055466 34.1008341, -117.703988 34.1007989)",footway,0,,143.562,,,False,544090160,,,5366823891,5259487303
,"LINESTRING (-117.7055466 34.1008341, -117.7058584 34.100745)",footway,0,,30.371,,,False,556348891,,,5366823891,5366823892
,"LINESTRING (-117.7055466 34.1008341, -117.7057026 34.1008356, -117.7057402 34.1008428, -117.7057911 34.1008595, -117.705832 34.1008739, -117.7058729 34.1008911, -117.7059038 34.1009128, -117.7059313 34.1009361, -117.7059487 34.1009611, -117.7059514 34.1016657, -117.7059527 34.1017206, -117.7059541 34.101749, -117.7059641 34.1017712, -117.7059775 34.1017873, -117.706001 34.1018006, -117.7060292 34.1018117, -117.706062 34.10182, -117.7060942 34.1018217, -117.7061351 34.1018228, -117.7061881 34.1018245, -117.7062169 34.1018367, -117.7062417 34.1018506, -117.7062665 34.1018672, -117.7062914 34.1018883, -117.7063059 34.1019143)",footway,0,,169.67400000000004,,,False,544090160,,,5366823891,5259487279
,"LINESTRING (-117.7058584 34.100745, -117.7055466 34.1008341)",footway,0,,30.371,,,False,556348891,,,5366823892,5366823891
,"LINESTRING (-117.7058584 34.100745, -117.70586 34.1006295)",footway,0,,12.844,,,False,556348892,,,5366823892,5366823893
,"LINESTRING (-117.7058584 34.100745, -117.7058607 34.1008359, -117.7058801 34.1008504, -117.7059128 34.1008649, -117.7059455 34.1008767, -117.7059782 34.1008802, -117.7060119 34.1008747, -117.7060565 34.1008665, -117.7060769 34.1008614, -117.7061527 34.1008641, -117.7065581 34.1008641, -117.7065908 34.1008775, -117.7066202 34.1008869, -117.7066459 34.1008873, -117.7066725 34.1008804, -117.7067247 34.100846)",footway,0,,93.23400000000001,,,False,"[556348890, 556348893]",,,5366823892,5366823883
,"LINESTRING (-117.70586 34.1006295, -117.7058584 34.100745)",footway,0,,12.844,,,False,556348892,,,5366823893,5366823892
,"LINESTRING (-117.7062045 34.1028959, -117.7062622 34.1029004, -117.7063185 34.1029037, -117.7063694 34.1028993)",footway,0,,15.245000000000001,,,False,556192170,,,5365357523,5365357526
,"LINESTRING (-117.7062045 34.1028959, -117.7061723 34.1028771, -117.7061374 34.1028437, -117.7060892 34.1028182, -117.7060248 34.1028138, -117.7059423 34.1028116)",footway,0,,27.354999999999997,,,False,556192170,,,5365357523,5365357418
,"LINESTRING (-117.7062045 34.1028959, -117.7061616 34.1029159, -117.7061133 34.1029337, -117.7060838 34.1029537, -117.706069 34.1029911)",footway,0,,17.287,,,False,556192172,,,5365357523,5365357532
,"LINESTRING (-117.7063694 34.1028993, -117.7064675 34.1029888)",footway,0,,13.44,,,False,556348882,,,5365357526,5366823862
,"LINESTRING (-117.7063694 34.1028993, -117.706415 34.1028715, -117.706462 34.1028504, -117.7065183 34.1028304, -117.7065666 34.1028027, -117.706588 34.1027849)",footway,0,,23.981,,,False,556192170,,,5365357526,5365357531
,"LINESTRING (-117.7063694 34.1028993, -117.7063185 34.1029037, -117.7062622 34.1029004, -117.7062045 34.1028959)",footway,0,,15.245,,,False,556192170,,,5365357526,5365357523
,"LINESTRING (-117.706588 34.1027849, -117.7065666 34.1028027, -117.7065183 34.1028304, -117.706462 34.1028504, -117.706415 34.1028715, -117.7063694 34.1028993)",footway,0,,23.981,,,False,556192170,,,5365357531,5365357526
,"LINESTRING (-117.706069 34.1029911, -117.7060134 34.1029914)",footway,0,,5.119,,,False,543987968,,,5365357532,5258514886
,"LINESTRING (-117.706069 34.1029911, -117.7062012 34.1029903)",footway,0,,12.172,,,False,543987968,,,5365357532,5258514898
,"LINESTRING (-117.706069 34.1029911, -117.7060838 34.1029537, -117.7061133 34.1029337, -117.7061616 34.1029159, -117.7062045 34.1028959)",footway,0,,17.287000000000003,,,False,556192172,,,5365357532,5365357523
,"LINESTRING (-117.7061045 34.09984, -117.7067968 34.0998274, -117.7070798 34.0999114)",service,0,,91.441,,,False,556348894,,,5366823907,5366823909
,"LINESTRING (-117.7070798 34.0999114, -117.7070848 34.1002969)",residential,0,,42.868,25 mph,Mills Avenue,False,13413429,,,5366823909,5368525566
,"LINESTRING (-117.7070798 34.0999114, -117.7070757 34.0996156)",residential,0,,32.894,25 mph,Mills Avenue,False,13413429,,,5366823909,123418229
,"LINESTRING (-117.7070798 34.0999114, -117.7067968 34.0998274, -117.7061045 34.09984)",service,0,,91.441,,,False,556348894,,,5366823909,5366823907
,"LINESTRING (-117.7072698 34.1004434, -117.7074243 34.100436, -117.7079776 34.1004427, -117.7080402 34.1004796)",footway,0,,72.275,,,False,556348895,,,5366823912,5366823915
,"LINESTRING (-117.7072698 34.1004434, -117.7072033 34.1004967, -117.7071409 34.1005306)",footway,0,,15.394,,,False,556348895,,,5366823912,390036637
,"LINESTRING (-117.7072698 34.1004434, -117.7072384 34.1003868, -117.7072384 34.1002958)",footway,0,,17.045,,,False,556524179,,,5366823912,5368525565
,"LINESTRING (-117.7080402 34.1004796, -117.7080572 34.1005298, -117.7080809 34.1006005)",footway,0,,13.956,,,False,556348895,,,5366823915,5366823917
,"LINESTRING (-117.7080402 34.1004796, -117.7079776 34.1004427, -117.7074243 34.100436, -117.7072698 34.1004434)",footway,0,,72.275,,,False,556348895,,,5366823915,5366823912
,"LINESTRING (-117.7080402 34.1004796, -117.7080393 34.1004303, -117.7078623 34.1002316)",footway,0,,32.937999999999995,,,False,556524182,,,5366823915,5368525572
,"LINESTRING (-117.7080809 34.1006005, -117.7080819 34.1008463)",footway,0,,27.332,,,False,556348895,,,5366823917,5258487953
,"LINESTRING (-117.7080809 34.1006005, -117.7080572 34.1005298, -117.7080402 34.1004796)",footway,0,,13.956,,,False,556348895,,,5366823917,5366823915
,"LINESTRING (-117.7080809 34.1006005, -117.7081104 34.1005803, -117.7081453 34.1005547, -117.7081909 34.1005447)",footway,0,,12.161,,,False,556524181,,,5366823917,5368525570
,"LINESTRING (-117.7080781 34.1009601, -117.7080819 34.1008463)",footway,0,,12.659,,,False,556348895,,,5366823918,5258487953
,"LINESTRING (-117.7080781 34.1009601, -117.708184 34.1009621)",footway,0,,9.753,,,False,556348897,,,5366823918,5366824522
,"LINESTRING (-117.7080781 34.1009601, -117.7080743 34.1013096, -117.7080724 34.1013889, -117.7080667 34.1014556, -117.708051 34.1015847)",footway,0,,69.547,,,False,556348895,,,5366823918,5258487947
,"LINESTRING (-117.7110891 34.0966474, -117.7127003 34.0966376)",residential,0,,148.363,,Bonita Avenue,False,13467267,,,390038554,122942383
,"LINESTRING (-117.7110891 34.0966474, -117.7110937 34.0974346, -117.7111169 34.0975076, -117.711149 34.0975615, -117.711203 34.0976092)",residential,0,,109.88100000000001,,"['Columbia Avenue', '4th Street']",False,"[145483649, 146154919]",,,390038554,390038259
,"LINESTRING (-117.7110891 34.0966474, -117.7110846 34.0962441, -117.7110773 34.0961335)",residential,0,,57.164,25 mph,Columbia Avenue,False,"[146154918, 146154919]",,,390038554,582817882
private,"LINESTRING (-117.7089992 34.1025571, -117.7081306 34.1025613)",service,0,,79.976,,East 9th Street,False,34036036,,,390036548,660558177
,"LINESTRING (-117.7037102 34.1025076, -117.7037042 34.1025897)",service,0,,9.146,,,False,644755103,,,6062834783,6062834784
,"LINESTRING (-117.7037042 34.1025897, -117.7037102 34.1025076)",service,0,,9.146,,,False,644755103,,,6062834784,6062834783
,"LINESTRING (-117.7037042 34.1025897, -117.7037034 34.1027622)",service,0,,19.181,,,False,644755104,,,6062834784,6062847190
permissive,"LINESTRING (-117.7037042 34.1025897, -117.7044312 34.102601)",unclassified,0,,66.949,,East 9th Street,True,644755106,,,6062834784,660557847
,"LINESTRING (-117.7071409 34.1005306, -117.7071407 34.100578)",footway,0,,5.271,,,False,34036042,,,390036637,5366823877
,"LINESTRING (-117.7071409 34.1005306, -117.7070867 34.1004144, -117.7070848 34.1002969)","['footway', 'residential']",0,,26.918,25 mph,Mills Avenue,False,"[34036042, 13413429]",,,390036637,5368525566
,"LINESTRING (-117.7071409 34.1005306, -117.7072033 34.1004967, -117.7072698 34.1004434)",footway,0,,15.394,,,False,556348895,,,390036637,5366823912
,"LINESTRING (-117.7087068 34.1048436, -117.7087068 34.1047928, -117.708407 34.1047954)",footway,0,,33.253,,,False,556348953,,,5366824689,5366824687
,"LINESTRING (-117.7070335 34.0962098, -117.7070622 34.0978787)",residential,0,,185.592,25 mph,Mills Avenue,False,13413429,,,122627266,123418228
,"LINESTRING (-117.7070335 34.0962098, -117.7070073 34.0950044)",residential,0,,134.056,25 mph,Mills Avenue,False,13413429,,,122627266,123418227
private,"LINESTRING (-117.7072023 34.1025643, -117.7080319 34.1025617)",service,0,,76.385,,East 9th Street,False,34036036,,,390036688,5257252600
private,"LINESTRING (-117.7072023 34.1025643, -117.707161 34.1025705, -117.7071293 34.1025939, -117.7070998 34.102645)",service,0,,14.073,,East 9th Street,False,34036036,,,390036688,123418231
,"LINESTRING (-117.7072023 34.1025643, -117.7072032 34.1025089, -117.7072081 34.1023477)",footway,0,,24.091,,,False,543985084,,,390036688,5366824610
,"LINESTRING (-117.7036999 34.1034837, -117.7037034 34.1027622)",service,0,,80.228,,,False,644755104,,,6062847185,6062847190
,"LINESTRING (-117.7036999 34.1034837, -117.7040761 34.103474, -117.7041275 34.1034363, -117.7041172 34.1027963, -117.704029 34.1027646, -117.7037034 34.1027622)",service,1,,150.98000000000002,,,False,644755104,,,6062847185,6062847190
,"LINESTRING (-117.7036999 34.1034837, -117.7033428 34.1034837, -117.7032899 34.103384, -117.7033163 34.1027598, -117.7037034 34.1027622)",service,2,,150.082,,,False,644755104,,,6062847185,6062847190
,"LINESTRING (-117.7079618 34.1041465, -117.7079629 34.1044064)",footway,0,,28.9,,,False,556348956,,,5366824696,5366824699
,"LINESTRING (-117.7037034 34.1027622, -117.7036999 34.1034837)",service,0,,80.228,,,False,644755104,,,6062847190,6062847185
,"LINESTRING (-117.7037034 34.1027622, -117.7033163 34.1027598, -117.7032899 34.103384, -117.7033428 34.1034837, -117.7036999 34.1034837)",service,1,,150.082,,,False,644755104,,,6062847190,6062847185
,"LINESTRING (-117.7037034 34.1027622, -117.704029 34.1027646, -117.7041172 34.1027963, -117.7041275 34.1034363, -117.7040761 34.103474, -117.7036999 34.1034837)",service,2,,150.98000000000002,,,False,644755104,,,6062847190,6062847185
,"LINESTRING (-117.7037034 34.1027622, -117.7037042 34.1025897)",service,0,,19.181,,,False,644755104,,,6062847190,6062834784
,"LINESTRING (-117.7058913 34.1060701, -117.7065481 34.106084)",footway,0,,60.491,,,False,487927963,,,4829437156,5365357336
,"LINESTRING (-117.7058913 34.1060701, -117.7057934 34.1062495)",footway,0,,21.89,,,False,490755645,,,4829437156,4829437157
,"LINESTRING (-117.7058913 34.1060701, -117.7058875 34.10607, -117.7058947 34.1058177)",footway,0,,28.412000000000003,,,False,487927963,,,4829437156,4803161995
,"LINESTRING (-117.7057934 34.1062495, -117.7056826 34.1062473)",footway,0,,10.204,,,False,490755645,,,4829437157,5365357355
,"LINESTRING (-117.7057934 34.1062495, -117.7058913 34.1060701)",footway,0,,21.89,,,False,490755645,,,4829437157,4829437156
,"LINESTRING (-117.7057934 34.1062495, -117.7057836 34.1066725)",footway,0,,47.044,,,False,490755646,,,4829437157,4829437159
,"LINESTRING (-117.7138424 34.0990866, -117.7138394 34.0986461)",footway,0,,48.982,,,False,530688793,,,5152734438,5152734462
,"LINESTRING (-117.7138326 34.0976246, -117.7131845 34.0976262)",residential,0,,59.677,,4th Street,True,13288445,,,5152734439,5152734451
,"LINESTRING (-117.7138326 34.0976246, -117.7138338 34.0978058)",footway,0,,20.149,,,False,530688793,,,5152734439,5152734449
,"LINESTRING (-117.7057836 34.1066725, -117.7060477 34.1066772)",service,0,,24.321,,,False,119010944,,parking_aisle,4829437159,1337872446
,"LINESTRING (-117.7057836 34.1066725, -117.7057934 34.1062495)",footway,0,,47.044,,,False,490755646,,,4829437159,4829437157
,"LINESTRING (-117.7057836 34.1066725, -117.7046579 34.1066526, -117.7046688 34.106458, -117.7056423 34.1064767)",service,0,,214.981,,,False,"[119010944, 486244868]",,parking_aisle,4829437159,4789174917
,"LINESTRING (-117.7148017 34.0984214, -117.7148003 34.0978107)",footway,0,,67.907,,,False,530688794,,,5152734441,5152734447
,"LINESTRING (-117.7148017 34.0984214, -117.7148039 34.0986545)",footway,0,,25.92,,,False,530688795,,,5152734441,5152734461
,"LINESTRING (-117.7148017 34.0984214, -117.7144168 34.0984201)",footway,0,,35.441,,,False,530688796,,,5152734441,5152734445
,"LINESTRING (-117.7147999 34.0976222, -117.7144084 34.0976232)",residential,0,,36.049,,4th Street,True,13288445,,,5152734442,5152734446
,"LINESTRING (-117.7147999 34.0976222, -117.7148003 34.0978107)",footway,0,,20.96,,,False,530688794,,,5152734442,5152734447
,"LINESTRING (-117.7148126 34.0995723, -117.7148039 34.0986545)",footway,0,,102.058,,,False,530688795,,,5152734443,5152734461
,"LINESTRING (-117.7111066 34.0957254, -117.7110773 34.0961335)",residential,0,,45.459,25 mph,Columbia Avenue,False,146154918,,,1594215659,582817882
private,"LINESTRING (-117.7111066 34.0957254, -117.7111701 34.0956625, -117.7124378 34.0956488, -117.7126525 34.095651, -117.7127422 34.0956506)","['service', 'footway']",0,,153.88799999999998,,East 2nd Street,False,"[50755969, 13439540, 13271781]",,,1594215659,5368543185
,"LINESTRING (-117.7149301 34.1033693, -117.713187 34.1033603)",residential,0,,160.495,,10th Street,False,13287099,,,122612973,122612975
,"LINESTRING (-117.7149301 34.1033693, -117.7149326 34.1027849)",tertiary,0,,64.983,30 mph,College Avenue,False,145464739,,,122612973,5370843244
,"LINESTRING (-117.7138379 34.098418, -117.7138338 34.0978058)",footway,0,,68.075,,,False,530688793,,,5152734444,5152734449
,"LINESTRING (-117.7138379 34.098418, -117.7138394 34.0986461)",footway,0,,25.364,,,False,530688793,,,5152734444,5152734462
,"LINESTRING (-117.7138379 34.098418, -117.7144168 34.0984201)",footway,0,,53.304,,,False,530688796,,,5152734444,5152734445
,"LINESTRING (-117.7138379 34.098418, -117.713187 34.0984191)",footway,0,,59.934,,,False,530688800,,,5152734444,5707795272
,"LINESTRING (-117.713187 34.1033603, -117.7126551 34.1033639)",residential,0,,48.975,,10th Street,False,13287099,,,122612975,5366824573
,"LINESTRING (-117.713187 34.1033603, -117.7149301 34.1033693)",residential,0,,160.495,,10th Street,False,13287099,,,122612975,122612973
,"LINESTRING (-117.713187 34.1033603, -117.7131906 34.1040766)",residential,0,,79.65,,Dartmouth Avenue,False,34036209,,,122612975,5370843246
,"LINESTRING (-117.713187 34.1033603, -117.7131822 34.1026308)",residential,0,,81.118,,Dartmouth Avenue,False,34036209,,,122612975,5366824545
,"LINESTRING (-117.7144084 34.0976232, -117.7138326 34.0976246)",residential,0,,53.019,,4th Street,True,13288445,,,5152734446,5152734439
,"LINESTRING (-117.7144084 34.0976232, -117.7144104 34.0978087)",footway,0,,20.628,,,False,530688797,,,5152734446,5152734448
,"LINESTRING (-117.7148003 34.0978107, -117.7147999 34.0976222)",footway,0,,20.96,,,False,530688794,,,5152734447,5152734442
,"LINESTRING (-117.7148003 34.0978107, -117.7148017 34.0984214)",footway,0,,67.907,,,False,530688794,,,5152734447,5152734441
,"LINESTRING (-117.7148003 34.0978107, -117.7144104 34.0978087)",footway,0,,35.902,,,False,530688798,,,5152734447,5152734448
,"LINESTRING (-117.7144168 34.0984201, -117.7148017 34.0984214)",footway,0,,35.441,,,False,530688796,,,5152734445,5152734441
,"LINESTRING (-117.7144168 34.0984201, -117.7138379 34.098418)",footway,0,,53.304,,,False,530688796,,,5152734445,5152734444
,"LINESTRING (-117.7144168 34.0984201, -117.7144104 34.0978087)",footway,0,,67.987,,,False,530688797,,,5152734445,5152734448
,"LINESTRING (-117.7144168 34.0984201, -117.7144172 34.0986511)",footway,0,,25.686,,,False,530688803,,,5152734445,5152734465
,"LINESTRING (-117.7138338 34.0978058, -117.7138326 34.0976246)",footway,0,,20.149,,,False,530688793,,,5152734449,5152734439
,"LINESTRING (-117.7138338 34.0978058, -117.7138379 34.098418)",footway,0,,68.075,,,False,530688793,,,5152734449,5152734444
,"LINESTRING (-117.7138338 34.0978058, -117.7131862 34.0978052)",footway,0,,59.63,,,False,530688798,,,5152734449,5152734450
,"LINESTRING (-117.7138338 34.0978058, -117.7144104 34.0978087)",footway,0,,53.094,,,False,530688798,,,5152734449,5152734448
,"LINESTRING (-117.7115009 34.1033717, -117.7126551 34.1033639)",residential,0,,106.274,,10th Street,False,13287099,,,122612978,5366824573
,"LINESTRING (-117.7115009 34.1033717, -117.711504 34.1043973)",residential,0,,114.042,,Columbia Avenue,False,158300381,,,122612978,122989494
,"LINESTRING (-117.7115009 34.1033717, -117.7114986 34.102685, -117.7114894 34.1026543)",residential,0,,79.875,,Columbia Avenue,False,158300381,,,122612978,5257214337
,"LINESTRING (-117.7131845 34.0976262, -117.7127043 34.0976274)",residential,0,,44.216,,4th Street,True,13288445,,,5152734451,647061122
,"LINESTRING (-117.7131845 34.0976262, -117.7131862 34.0978052)",footway,0,,19.905,,,False,530688799,,,5152734451,5152734450
,"LINESTRING (-117.7131878 34.0990741, -117.7131873 34.098645)",footway,0,,47.714,,,False,530688799,,,5152734452,5152734463
,"LINESTRING (-117.7130166 34.0984194, -117.713187 34.0984191)",footway,0,,15.69,,,False,530688800,,,5152734453,5707795272
,"LINESTRING (-117.7130166 34.0984194, -117.7128236 34.0983657, -117.7127405 34.0983354, -117.712669 34.0982886, -117.7126295 34.0982528)",footway,0,,40.892,,,False,530688800,,,5152734453,5152734457
,"LINESTRING (-117.7130166 34.0984194, -117.7128369 34.0984676, -117.7127225 34.0985199, -117.7126317 34.098575)",footway,0,,39.79,,,False,530688801,,,5152734453,5152734460
,"LINESTRING (-117.7131862 34.0978052, -117.7138338 34.0978058)",footway,0,,59.63,,,False,530688798,,,5152734450,5152734449
,"LINESTRING (-117.7131862 34.0978052, -117.713187 34.0984191)",footway,0,,68.263,,,False,530688799,,,5152734450,5707795272
,"LINESTRING (-117.7131862 34.0978052, -117.7131845 34.0976262)",footway,0,,19.905,,,False,530688799,,,5152734450,5152734451
,"LINESTRING (-117.7144104 34.0978087, -117.7144084 34.0976232)",footway,0,,20.628,,,False,530688797,,,5152734448,5152734446
,"LINESTRING (-117.7144104 34.0978087, -117.7144168 34.0984201)",footway,0,,67.987,,,False,530688797,,,5152734448,5152734445
,"LINESTRING (-117.7144104 34.0978087, -117.7138338 34.0978058)",footway,0,,53.094,,,False,530688798,,,5152734448,5152734449
,"LINESTRING (-117.7144104 34.0978087, -117.7148003 34.0978107)",footway,0,,35.902,,,False,530688798,,,5152734448,5152734447
permissive,"LINESTRING (-117.7126295 34.0982528, -117.7126296 34.0982687, -117.7126317 34.098575)",footway,0,,35.828,,,False,13342186,,,5152734457,5152734460
permissive,"LINESTRING (-117.7126295 34.0982528, -117.7126256 34.0976767, -117.7125923 34.0976212)",footway,0,,70.95100000000001,,,False,13342186,,,5152734457,122620588
