access,geometry,highway,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,u,v
,"LINESTRING (-117.7101078 34.1039468, -117.7100328 34.1039801, -117.7099697 34.1040051, -117.7099141 34.1040234, -117.7098598 34.1040289, -117.7098095 34.1040284)",footway,0,,29.455,,,False,556348945,,,5366824667,5366824672
,"LINESTRING (-117.7098095 34.1040284, -117.7098095 34.1038801)",footway,0,,16.49,,,False,543840920,,,5366824672,5257213517
,"LINESTRING (-117.7098095 34.1040284, -117.7098095 34.1040489, -117.7093849 34.1040428)",footway,0,,41.379000000000005,,,False,543840920,,,5366824672,5366824666
,"LINESTRING (-117.7098095 34.1040284, -117.7098598 34.1040289, -117.7099141 34.1040234, -117.7099697 34.1040051, -117.7100328 34.1039801, -117.7101078 34.1039468)",footway,0,,29.455,,,False,556348945,,,5366824672,5366824667
,"LINESTRING (-117.7110136 34.1045287, -117.7106893 34.1045262)",footway,0,,29.86,,,False,543840916,,,5366824673,5257214323
,"LINESTRING (-117.7110136 34.1045287, -117.7110158 34.104404)",footway,0,,13.868,,,False,556348946,,,5366824673,5257230641
,"LINESTRING (-117.7110136 34.1045287, -117.711148 34.1045298, -117.711148 34.1044531)",footway,0,,20.904,,,False,543840916,,,5366824673,5257213511
,"LINESTRING (-117.7099576 34.1046227, -117.7100998 34.1046241)",footway,0,,13.093,,,False,556348947,,,5366824674,5366824675
,"LINESTRING (-117.7100998 34.1046241, -117.7101019 34.1045175)",footway,0,,11.855,,,False,543840916,,,5366824675,5257213509
,"LINESTRING (-117.7100998 34.1046241, -117.7100858 34.1053165)",footway,0,,77.002,,,False,543840916,,,5366824675,5257213508
,"LINESTRING (-117.7100998 34.1046241, -117.7099576 34.1046227)",footway,0,,13.093,,,False,556348947,,,5366824675,5366824674
,"LINESTRING (-117.7090568 34.1043028, -117.709056 34.1043789)",footway,0,,8.462,,,False,543988092,,,5366824676,5258511891
,"LINESTRING (-117.7090568 34.1043028, -117.7090574 34.1042405)",footway,0,,6.928,,,False,543988092,,,5366824676,5366824654
,"LINESTRING (-117.7090568 34.1043028, -117.7094344 34.1043011)",footway,0,,34.767,,,False,556348948,,,5366824676,5366824677
,"LINESTRING (-117.7094344 34.1043011, -117.7094344 34.1041524)",footway,0,,16.535,,,False,556348948,,,5366824677,5366824678
,"LINESTRING (-117.7094344 34.1043011, -117.7090568 34.1043028)",footway,0,,34.767,,,False,556348948,,,5366824677,5366824676
,"LINESTRING (-117.7094344 34.1043011, -117.7094327 34.1043321)",footway,0,,3.451,,,False,556348949,,,5366824677,5366824681
,"LINESTRING (-117.7094344 34.1041524, -117.7093838 34.1041527)",footway,0,,4.659,,,False,556348943,,,5366824678,5366824658
,"LINESTRING (-117.7094344 34.1041524, -117.7094344 34.1043011)",footway,0,,16.535,,,False,556348948,,,5366824678,5366824677
,"LINESTRING (-117.7094344 34.1041524, -117.7098411 34.1041495, -117.7098817 34.1041495, -117.709933 34.1041541, -117.7099753 34.104163, -117.7100103 34.1041751, -117.7100447 34.1041784, -117.7101054 34.1041779)",footway,0,,62.223,,,False,556348943,,,5366824678,5366824665
,"LINESTRING (-117.7094247 34.1045066, -117.709427 34.1044349, -117.7094327 34.1043321)",footway,0,,19.418,,,False,556348949,,,5366824680,5366824681
,"LINESTRING (-117.7094327 34.1043321, -117.7094344 34.1043011)",footway,0,,3.451,,,False,556348949,,,5366824681,5366824677
,"LINESTRING (-117.7094327 34.1043321, -117.709475 34.1043324)",footway,0,,3.895,,,False,556348950,,,5366824681,5366824682
,"LINESTRING (-117.7094327 34.1043321, -117.709427 34.1044349, -117.7094247 34.1045066)",footway,0,,19.418,,,False,556348949,,,5366824681,5366824680
,"LINESTRING (-117.709475 34.1043324, -117.7094327 34.1043321)",footway,0,,3.895,,,False,556348950,,,5366824682,5366824681
,"LINESTRING (-117.7084269 34.1048991, -117.7084189 34.10489)",footway,0,,1.252,,,False,556348952,,,5366824686,5366824690
,"LINESTRING (-117.708407 34.1047954, -117.7084078 34.1048773, -117.7084189 34.10489)",footway,0,,10.85,,,False,556348952,,,5366824687,5366824690
,"LINESTRING (-117.708407 34.1047954, -117.7084046 34.1045155, -117.7083922 34.1044929, -117.7083918 34.104483)","['service', 'footway']",0,,34.985,,,False,"[556348952, 556348951]",,,5366824687,5366824698
,"LINESTRING (-117.708407 34.1047954, -117.7087068 34.1047928, -117.7087068 34.1048436)",footway,0,,33.253,,,False,556348953,,,5366824687,5366824689
,"LINESTRING (-117.71319 34.1053938, -117.7139147 34.1053921)",residential,0,,66.724,,12th Street,False,13405590,,,123361009,3701747052
,"LINESTRING (-117.71319 34.1053938, -117.7131891 34.1061861)",residential,0,,88.1,,Dartmouth Avenue,False,34036209,,,123361009,123211391
,"LINESTRING (-117.71319 34.1053938, -117.7131923 34.1044037)",residential,0,,110.094,,Dartmouth Avenue,False,34036209,,,123361009,122989492
,"LINESTRING (-117.71319 34.1053938, -117.7125509 34.1053941)",residential,0,,58.842,,Platt Boulevard,False,145483653,,,123361009,1634483882
,"LINESTRING (-117.7084189 34.10489, -117.7084269 34.1048991)",footway,0,,1.252,,,False,556348952,,,5366824690,5366824686
,"LINESTRING (-117.7084189 34.10489, -117.7082797 34.1050262)",footway,0,,19.84,,,False,556348954,,,5366824690,5366824691
,"LINESTRING (-117.7084189 34.10489, -117.7084078 34.1048773, -117.708407 34.1047954)",footway,0,,10.85,,,False,556348952,,,5366824690,5366824687
,"LINESTRING (-117.7082797 34.1050262, -117.7081403 34.1049402)",residential,0,,16.005,,Platt Boulevard,True,34036551,,,5366824691,390043994
,"LINESTRING (-117.7082797 34.1050262, -117.7084189 34.10489)",footway,0,,19.84,,,False,556348954,,,5366824691,5366824690
,"LINESTRING (-117.7083824 34.1042537, -117.7083792 34.1041751)",service,0,,8.745,,,False,556348951,,,5366824692,5366824652
,"LINESTRING (-117.7083824 34.1042537, -117.7083886 34.1044048)",service,0,,16.811,,,False,556348951,,,5366824692,5366824695
,"LINESTRING (-117.7083824 34.1042537, -117.7082944 34.1042543, -117.7082924 34.1044053)",footway,0,,24.894,,,False,556348955,,,5366824692,5366824694
,"LINESTRING (-117.7115089 34.1054549, -117.7115069 34.1053293)",residential,0,,13.967,,Columbia Avenue,False,158300381,,,123361012,390043986
,"LINESTRING (-117.7115089 34.1054549, -117.7122235 34.1054304, -117.7124401 34.1053941)",residential,0,,86.197,,Platt Boulevard,True,34037087,,,123361012,390040404
,"LINESTRING (-117.7082924 34.1044053, -117.7083886 34.1044048)",footway,0,,8.857,,,False,556348955,,,5366824694,5366824695
,"LINESTRING (-117.7082924 34.1044053, -117.7079629 34.1044064)",footway,0,,30.338,,,False,556348957,,,5366824694,5366824699
,"LINESTRING (-117.7082924 34.1044053, -117.7082944 34.1042543, -117.7083824 34.1042537)",footway,0,,24.894,,,False,556348955,,,5366824694,5366824692
,"LINESTRING (-117.7083886 34.1044048, -117.7083824 34.1042537)",service,0,,16.811,,,False,556348951,,,5366824695,5366824692
,"LINESTRING (-117.7083886 34.1044048, -117.7083918 34.104483)",service,0,,8.7,,,False,556348951,,,5366824695,5366824698
,"LINESTRING (-117.7083886 34.1044048, -117.7082924 34.1044053)",footway,0,,8.857,,,False,556348955,,,5366824695,5366824694
private,"LINESTRING (-117.7080319 34.1025617, -117.7072023 34.1025643)",service,0,,76.385,,East 9th Street,False,34036036,,,5257252600,390036688
private,"LINESTRING (-117.7080319 34.1025617, -117.7081306 34.1025613)",service,0,,9.088,,East 9th Street,False,34036036,,,5257252600,660558177
,"LINESTRING (-117.7080319 34.1025617, -117.7080364 34.1023652)",footway,0,,21.854,,,False,543844560,,,5257252600,5366824542
private,"LINESTRING (-117.709312 34.1054354, -117.7093148 34.1053079)",service,0,,14.18,,Amherst Avenue,False,13433611,,,123361014,390043989
,"LINESTRING (-117.709312 34.1054354, -117.7100281 34.1054408)",residential,0,,65.934,,Platt Boulevard,True,34037087,,,123361014,1337904804
,"LINESTRING (-117.7085736 34.1015189, -117.7085754 34.1014293)",footway,0,,9.964,,,False,556348896,,,5257252602,5258487964
,"LINESTRING (-117.7085736 34.1015189, -117.7080533 34.1016322, -117.7080467 34.1019163)",footway,0,,81.131,,,False,543844560,,,5257252602,5366824628
,"LINESTRING (-117.7085736 34.1015189, -117.7085721 34.1015873, -117.7086606 34.101588, -117.708659 34.1016943, -117.7089009 34.1016982, -117.7090189 34.1018277)",footway,0,,67.893,,,False,"[556348898, 556348924]",,,5257252602,5257252610
,"LINESTRING (-117.7080412 34.1021552, -117.7080446 34.1020087)",footway,0,,16.293,,,False,543844560,,,5257252603,5257252607
,"LINESTRING (-117.7080412 34.1021552, -117.7080391 34.1022483)",footway,0,,10.354,,,False,543844560,,,5257252603,5366824537
,"LINESTRING (-117.7080412 34.1021552, -117.7081418 34.102156)",footway,0,,9.263,,,False,543844561,,,5257252603,5257253436
,"LINESTRING (-117.7080412 34.1021552, -117.7079339 34.1021544)",footway,0,,9.88,,,False,543844576,,,5257252603,5257253445
permissive,"LINESTRING (-117.7071571 34.104821, -117.7071498 34.1046871)",residential,0,,14.904,,North Mills Avenue,False,34036052,,,123361018,390043999
permissive,"LINESTRING (-117.7071571 34.104821, -117.7071591 34.1049584, -117.7071615 34.1051532)","['footway', 'residential']",0,,36.941,,North Mills Avenue,False,"[215361428, 34036052]",,,123361018,5035084309
,"LINESTRING (-117.7071571 34.104821, -117.7073926 34.1048127, -117.7075566 34.1048247, -117.7077196 34.104864, -117.7078663 34.1049236, -117.7080578 34.1050319)",residential,0,,88.888,,Platt Boulevard,True,34037087,,,123361018,390044062
,"LINESTRING (-117.7084825 34.1020231, -117.7084847 34.1021375)",footway,0,,12.722,,,False,543844561,,,5257252605,5257252608
,"LINESTRING (-117.7084825 34.1020231, -117.7083832 34.1020098, -117.70815 34.102009)",footway,0,,30.734,,,False,543844561,,,5257252605,5366824631
,"LINESTRING (-117.7084825 34.1020231, -117.708524 34.1020342, -117.7087601 34.1020396)",footway,0,,25.762,,,False,543844565,,,5257252605,5366824633
,"LINESTRING (-117.7083918 34.104483, -117.7083886 34.1044048)",service,0,,8.7,,,False,556348951,,,5366824698,5366824695
,"LINESTRING (-117.7083918 34.104483, -117.7083922 34.1044929, -117.7084046 34.1045155, -117.708407 34.1047954)","['service', 'footway']",0,,34.985,,,False,"[556348952, 556348951]",,,5366824698,5366824687
,"LINESTRING (-117.7083918 34.104483, -117.7079632 34.1044825, -117.7079631 34.1044597)",footway,0,,41.997,,,False,556348956,,,5366824698,5366824709
,"LINESTRING (-117.7080446 34.1020087, -117.7080467 34.1019163)",footway,0,,10.276,,,False,543844560,,,5257252607,5366824628
,"LINESTRING (-117.7080446 34.1020087, -117.7080412 34.1021552)",footway,0,,16.293,,,False,543844560,,,5257252607,5257252603
,"LINESTRING (-117.7080446 34.1020087, -117.7081431 34.102009)",footway,0,,9.069,,,False,543844561,,,5257252607,5257253437
,"LINESTRING (-117.7080446 34.1020087, -117.7079463 34.1020087)",footway,0,,9.051,,,False,543844577,,,5257252607,5366824626
,"LINESTRING (-117.7079629 34.1044064, -117.7079631 34.1044597)",footway,0,,5.927,,,False,556348956,,,5366824699,5366824709
,"LINESTRING (-117.7079629 34.1044064, -117.7079618 34.1041465)",footway,0,,28.9,,,False,556348956,,,5366824699,5366824696
,"LINESTRING (-117.7079629 34.1044064, -117.7082924 34.1044053)",footway,0,,30.338,,,False,556348957,,,5366824699,5366824694
,"LINESTRING (-117.7088767 34.1021397, -117.7087577 34.102139)",footway,0,,10.957,,,False,543844562,,,5257252609,5366824632
,"LINESTRING (-117.7088767 34.1021397, -117.7088781 34.1020942)",footway,0,,5.061,,,False,543844564,,,5257252609,5257252613
,"LINESTRING (-117.7088767 34.1021397, -117.7088767 34.1021835)",footway,0,,4.87,,,False,543844573,,,5257252609,5366824531
,"LINESTRING (-117.7090189 34.1018277, -117.709149 34.1020431)",footway,0,,26.78,,,False,543844563,,,5257252610,5257252611
,"LINESTRING (-117.7090189 34.1018277, -117.7088674 34.1019154, -117.708862 34.102042)",footway,0,,31.106,,,False,543844596,,,5257252610,5257252615
,"LINESTRING (-117.7090189 34.1018277, -117.7089009 34.1016982, -117.708659 34.1016943, -117.7086606 34.101588, -117.7085721 34.1015873, -117.7085736 34.1015189)",footway,0,,67.893,,,False,"[556348898, 556348924]",,,5257252610,5257252602
,"LINESTRING (-117.7090189 34.1018277, -117.709152 34.1017611, -117.7092031 34.1017622)",footway,0,,19.026,,,False,556348900,,,5257252610,5366824526
,"LINESTRING (-117.709149 34.1020431, -117.709149 34.1020964)",footway,0,,5.927,,,False,543844563,,,5257252611,5257252612
,"LINESTRING (-117.709149 34.1020431, -117.7090189 34.1018277)",footway,0,,26.78,,,False,543844563,,,5257252611,5257252610
,"LINESTRING (-117.709149 34.1020431, -117.7091871 34.1020118, -117.7091887 34.1018045, -117.7092031 34.1017622)",footway,0,,32.879999999999995,,,False,556348899,,,5257252611,5366824526
,"LINESTRING (-117.709149 34.1020964, -117.7088781 34.1020942)",footway,0,,24.944,,,False,543844563,,,5257252612,5257252613
,"LINESTRING (-117.709149 34.1020964, -117.709149 34.1020431)",footway,0,,5.927,,,False,543844563,,,5257252612,5257252611
,"LINESTRING (-117.709149 34.1020964, -117.7091833 34.1020964)",footway,0,,3.158,,,False,543844566,,,5257252612,5366824535
,"LINESTRING (-117.7088781 34.1020942, -117.709149 34.1020964)",footway,0,,24.944,,,False,543844563,,,5257252613,5257252612
,"LINESTRING (-117.7088781 34.1020942, -117.7088767 34.1021397)",footway,0,,5.061,,,False,543844564,,,5257252613,5257252609
,"LINESTRING (-117.7088781 34.1020942, -117.708862 34.1020942, -117.708862 34.102042)",footway,0,,7.2860000000000005,,,False,543844565,,,5257252613,5257252615
,"LINESTRING (-117.7084847 34.1021375, -117.7084825 34.1020231)",footway,0,,12.722,,,False,543844561,,,5257252608,5257252605
,"LINESTRING (-117.7084847 34.1021375, -117.7087577 34.102139)",footway,0,,25.137,,,False,543844562,,,5257252608,5366824632
,"LINESTRING (-117.7084847 34.1021375, -117.7084851 34.1021586, -117.7081418 34.102156)",footway,0,,33.957,,,False,543844561,,,5257252608,5257253436
,"LINESTRING (-117.708862 34.102042, -117.7087601 34.1020396)",footway,0,,9.386,,,False,543844565,,,5257252615,5366824633
,"LINESTRING (-117.708862 34.102042, -117.708862 34.1020942, -117.7088781 34.1020942)",footway,0,,7.2860000000000005,,,False,543844565,,,5257252615,5257252613
,"LINESTRING (-117.708862 34.102042, -117.7088674 34.1019154, -117.7090189 34.1018277)",footway,0,,31.106,,,False,543844596,,,5257252615,5257252610
,"LINESTRING (-117.7079631 34.1044597, -117.7079629 34.1044064)",footway,0,,5.927,,,False,556348956,,,5366824709,5366824699
,"LINESTRING (-117.7079631 34.1044597, -117.7077135 34.1044621)",footway,0,,22.983,,,False,556348960,,,5366824709,5366824712
,"LINESTRING (-117.7079631 34.1044597, -117.7079632 34.1044825, -117.7083918 34.104483)",footway,0,,41.997,,,False,556348956,,,5366824709,5366824698
,"LINESTRING (-117.7092268 34.1020964, -117.7091833 34.1020964)",footway,0,,4.005,,,False,543844566,,,5257252617,5366824535
,"LINESTRING (-117.7092268 34.1020964, -117.7092268 34.102143, -117.70955 34.1021464, -117.70955 34.1020975)",footway,0,,40.379999999999995,,,False,543844566,,,5257252617,5257252620
,"LINESTRING (-117.7092268 34.1020964, -117.7092281 34.1020553, -117.7095513 34.1020598, -117.70955 34.1020975)",footway,1,,38.529,,,False,543844572,,,5257252617,5257252620
,"LINESTRING (-117.7077135 34.1044621, -117.7079631 34.1044597)",footway,0,,22.983,,,False,556348960,,,5366824712,5366824709
,"LINESTRING (-117.7077135 34.1044621, -117.7076232 34.104463)",footway,0,,8.315,,,False,556348960,,,5366824712,5366824702
,"LINESTRING (-117.7077135 34.1044621, -117.7077127 34.1044039)",footway,0,,6.472,,,False,556348963,,,5366824712,5366824713
,"LINESTRING (-117.7077127 34.1044039, -117.7077135 34.1044621)",footway,0,,6.472,,,False,556348963,,,5366824713,5366824712
,"LINESTRING (-117.70955 34.1020975, -117.7098776 34.1021025)",footway,0,,30.169,,,False,543844566,,,5257252620,5366824639
,"LINESTRING (-117.70955 34.1020975, -117.70955 34.1021464, -117.7092268 34.102143, -117.7092268 34.1020964)",footway,0,,40.38,,,False,543844566,,,5257252620,5257252617
,"LINESTRING (-117.70955 34.1020975, -117.7095513 34.1020598, -117.7092281 34.1020553, -117.7092268 34.1020964)",footway,1,,38.529,,,False,543844572,,,5257252620,5257252617
,"LINESTRING (-117.707156 34.1059136, -117.7071537 34.1061004)",footway,0,,20.772,,,False,150583713,,,1634823949,4803162007
,"LINESTRING (-117.707156 34.1059136, -117.7071558 34.1058332)",footway,0,,8.94,,,False,215361428,,,1634823949,4803161994
,"LINESTRING (-117.707156 34.1059136, -117.707689 34.1059203, -117.7078482 34.1059223)",footway,0,,63.738,,,False,150583713,,,1634823949,2247762377
,"LINESTRING (-117.7036505 34.1056433, -117.7035927 34.1058095)",footway,0,,19.232,,,False,556348964,,,5366824714,5258514274
,"LINESTRING (-117.7036505 34.1056433, -117.7035535 34.1056247, -117.7036482 34.1051821, -117.7037612 34.1051165, -117.7037585 34.1049333)",footway,0,,92.226,,,False,"[556348964, 551541822]",,,5366824714,5326481411
,"LINESTRING (-117.7036505 34.1056433, -117.7037375 34.105625, -117.7040837 34.1056225)",footway,0,,40.141000000000005,,,False,556348971,,,5366824714,5366824927
,"LINESTRING (-117.7036213 34.1058148, -117.7035927 34.1058095)",footway,0,,2.698,,,False,543987954,,,5366824717,5258514274
,"LINESTRING (-117.7036213 34.1058148, -117.7035942 34.1058967)",footway,0,,9.442,,,False,556348965,,,5366824717,5366824719
,"LINESTRING (-117.7036213 34.1058148, -117.7036946 34.1058284, -117.7038086 34.1058229, -117.7038918 34.1058118, -117.7040017 34.1057618, -117.7040836 34.1057007, -117.7041412 34.1056274, -117.704145 34.1056221)",footway,0,,57.293000000000006,,,False,543987954,,,5366824717,5366824926
,"LINESTRING (-117.7035942 34.1058967, -117.703581 34.1059366)",footway,0,,4.6,,,False,556348965,,,5366824719,5366824718
,"LINESTRING (-117.7035942 34.1058967, -117.7036213 34.1058148)",footway,0,,9.442,,,False,556348965,,,5366824719,5366824717
,"LINESTRING (-117.7035942 34.1058967, -117.7036455 34.1059497, -117.7036901 34.1059701, -117.703722 34.1059972)",footway,0,,16.451,,,False,556348966,,,5366824719,5366824722
,"LINESTRING (-117.7071518 34.10615, -117.7072265 34.106151)",footway,0,,6.878,,,False,150583713,,,1634823953,5259515540
,"LINESTRING (-117.7071518 34.10615, -117.7071537 34.1061004)",footway,0,,5.518,,,False,150583713,,,1634823953,4803162007
,"LINESTRING (-117.7071518 34.10615, -117.7071473 34.1062709, -117.7071393 34.1066905)","['service', 'footway']",0,,60.113,,,False,"[215361421, 119010935]",,,1634823953,1337872379
,"LINESTRING (-117.703581 34.1059366, -117.7035942 34.1058967)",footway,0,,4.6,,,False,556348965,,,5366824718,5366824719
,"LINESTRING (-117.703722 34.1059972, -117.7037116 34.1060375, -117.7037037 34.1060745, -117.7036885 34.1060982, -117.7036431 34.1061372, -117.7036231 34.1061742, -117.703616 34.1062138, -117.7036207 34.1062587)",footway,0,,31.737,,,False,556348966,,,5366824722,5366824729
,"LINESTRING (-117.703722 34.1059972, -117.7036901 34.1059701, -117.7036455 34.1059497, -117.7035942 34.1058967)",footway,0,,16.451,,,False,556348966,,,5366824722,5366824719
,"LINESTRING (-117.703722 34.1059972, -117.7037432 34.1059789, -117.7037666 34.1059634, -117.7037971 34.1059517, -117.7038213 34.1059536, -117.7038501 34.1059737, -117.7038715 34.1059914, -117.7038935 34.1060185, -117.7039115 34.1060484, -117.7039239 34.1060783, -117.7039346 34.1061058, -117.703938 34.1061394, -117.7039437 34.1061716, -117.7039392 34.1062146, -117.7039409 34.1062421, -117.7039572 34.106265, -117.7039657 34.1062902, -117.7039482 34.1063112, -117.7039341 34.1063327, -117.7039245 34.1063509, -117.7039144 34.1063663, -117.7038912 34.1063887, -117.7038709 34.1064125, -117.7038563 34.1064382, -117.7038427 34.1064686, -117.7038376 34.1064891)",footway,0,,77.658,,,False,556348969,,,5366824722,5366824768
,"LINESTRING (-117.71143 34.1062187, -117.7112716 34.1062162)",footway,0,,14.586,,,False,150583713,,,1634823951,5257160033
,"LINESTRING (-117.71143 34.1062187, -117.7115232 34.1062388)",footway,0,,8.867,,,False,543816182,,,1634823951,5257009758
,"LINESTRING (-117.71143 34.1062187, -117.7114301 34.1061488, -117.7114303 34.1059668)",footway,0,,28.011,,,False,150583713,,,1634823951,1634823989
,"LINESTRING (-117.7036207 34.1062587, -117.7036734 34.1062501, -117.7037332 34.1062329)",footway,0,,10.773,,,False,556348966,,,5366824729,5366824731
,"LINESTRING (-117.7036207 34.1062587, -117.703616 34.1062138, -117.7036231 34.1061742, -117.7036431 34.1061372, -117.7036885 34.1060982, -117.7037037 34.1060745, -117.7037116 34.1060375, -117.703722 34.1059972)",footway,0,,31.737000000000005,,,False,556348966,,,5366824729,5366824722
,"LINESTRING (-117.7036207 34.1062587, -117.7035745 34.1062884, -117.7035354 34.1063089, -117.703482 34.1063135, -117.7034294 34.1063069, -117.7033991 34.1062871, -117.7033743 34.1062758)",footway,0,,25.647,,,False,556348967,,,5366824729,5366824737
,"LINESTRING (-117.7030888 34.0995394, -117.7034638 34.0995492, -117.7037826 34.0995576)",secondary,0,3,63.915,,6th Street,False,"[475051140, 13464279]",,,2472965914,3695841127
,"LINESTRING (-117.7037332 34.1062329, -117.7036734 34.1062501, -117.7036207 34.1062587)",footway,0,,10.773,,,False,556348966,,,5366824731,5366824729
,"LINESTRING (-117.7033743 34.1062758, -117.7033424 34.106295, -117.7033209 34.1063207, -117.7032962 34.1063458, -117.7032786 34.1063716, -117.7032842 34.1063881, -117.7033042 34.1063914, -117.7033233 34.1063749, -117.703348 34.1063663, -117.7033823 34.1063623, -117.7034086 34.106363, -117.703419 34.1063749, -117.7034222 34.1063914, -117.7034054 34.1064079, -117.7034046 34.1064284, -117.7034174 34.1064389, -117.7034357 34.1064343, -117.7034541 34.1064343, -117.7034772 34.1064462, -117.7035011 34.106464, -117.7035187 34.1064706, -117.7035474 34.1064706, -117.7035713 34.1064726, -117.7035944 34.1064686, -117.7036167 34.1064594, -117.7036455 34.1064462, -117.7036622 34.1064356, -117.7036973 34.1064257, -117.703718 34.1064218, -117.7037611 34.1064455, -117.7037938 34.1064647, -117.7038376 34.1064891)",footway,0,,81.909,,,False,556348967,,,5366824737,5366824768
,"LINESTRING (-117.7033743 34.1062758, -117.7033991 34.1062871, -117.7034294 34.1063069, -117.703482 34.1063135, -117.7035354 34.1063089, -117.7035745 34.1062884, -117.7036207 34.1062587)",footway,0,,25.647,,,False,556348967,,,5366824737,5366824729
,"LINESTRING (-117.7033743 34.1062758, -117.7033635 34.1062553, -117.7033499 34.1062179)",footway,0,,6.83,,,False,556348970,,,5366824737,5366824924
,"LINESTRING (-117.7114303 34.1059668, -117.7113553 34.1059658, -117.7112776 34.1059654)",footway,0,,14.059999999999999,,,False,150583713,,,1634823989,5257160034
,"LINESTRING (-117.7114303 34.1059668, -117.7114301 34.1061488, -117.71143 34.1062187)",footway,0,,28.011,,,False,150583713,,,1634823989,1634823951
,"LINESTRING (-117.7114303 34.1059668, -117.711483 34.1059301, -117.7114995 34.1059302)",footway,0,,7.859,,,False,543816182,,,1634823989,5257160049
,"LINESTRING (-117.7038376 34.1064891, -117.7038544 34.1065076, -117.7038703 34.1065228, -117.7038895 34.1065353, -117.7039202 34.1065474, -117.7039354 34.1065596, -117.7039568 34.1065757, -117.7039771 34.1065816, -117.7039918 34.1065938, -117.7040032 34.1065973, -117.7040179 34.1065926, -117.7040279 34.1065828, -117.7040288 34.1065639, -117.7040421 34.1065592, -117.7040625 34.1065596, -117.7040781 34.1065482, -117.7040909 34.1065325, -117.7041099 34.106516)",footway,0,,34.56400000000001,,,False,556348967,,,5366824768,5366824785
,"LINESTRING (-117.7038376 34.1064891, -117.7037938 34.1064647, -117.7037611 34.1064455, -117.703718 34.1064218, -117.7036973 34.1064257, -117.7036622 34.1064356, -117.7036455 34.1064462, -117.7036167 34.1064594, -117.7035944 34.1064686, -117.7035713 34.1064726, -117.7035474 34.1064706, -117.7035187 34.1064706, -117.7035011 34.106464, -117.7034772 34.1064462, -117.7034541 34.1064343, -117.7034357 34.1064343, -117.7034174 34.1064389, -117.7034046 34.1064284, -117.7034054 34.1064079, -117.7034222 34.1063914, -117.703419 34.1063749, -117.7034086 34.106363, -117.7033823 34.1063623, -117.703348 34.1063663, -117.7033233 34.1063749, -117.7033042 34.1063914, -117.7032842 34.1063881, -117.7032786 34.1063716, -117.7032962 34.1063458, -117.7033209 34.1063207, -117.7033424 34.106295, -117.7033743 34.1062758)",footway,0,,81.909,,,False,556348967,,,5366824768,5366824737
,"LINESTRING (-117.7038376 34.1064891, -117.7038427 34.1064686, -117.7038563 34.1064382, -117.7038709 34.1064125, -117.7038912 34.1063887, -117.7039144 34.1063663, -117.7039245 34.1063509, -117.7039341 34.1063327, -117.7039482 34.1063112, -117.7039657 34.1062902, -117.7039572 34.106265, -117.7039409 34.1062421, -117.7039392 34.1062146, -117.7039437 34.1061716, -117.703938 34.1061394, -117.7039346 34.1061058, -117.7039239 34.1060783, -117.7039115 34.1060484, -117.7038935 34.1060185, -117.7038715 34.1059914, -117.7038501 34.1059737, -117.7038213 34.1059536, -117.7037971 34.1059517, -117.7037666 34.1059634, -117.7037432 34.1059789, -117.703722 34.1059972)",footway,0,,77.65799999999999,,,False,556348969,,,5366824768,5366824722
,"LINESTRING (-117.7041099 34.106516, -117.7041 34.1064964, -117.7041099 34.1064799, -117.704126 34.1064748, -117.7041497 34.106483, -117.7041611 34.1064988, -117.7041687 34.1065113, -117.7041706 34.10652)",footway,0,,12.949000000000002,,,False,556348967,,,5366824785,5366824792
,"LINESTRING (-117.7041099 34.106516, -117.7041281 34.1065131, -117.704147 34.1065123, -117.7041706 34.10652)",footway,1,,5.7829999999999995,,,False,556348968,,,5366824785,5366824792
,"LINESTRING (-117.7041099 34.106516, -117.7040909 34.1065325, -117.7040781 34.1065482, -117.7040625 34.1065596, -117.7040421 34.1065592, -117.7040288 34.1065639, -117.7040279 34.1065828, -117.7040179 34.1065926, -117.7040032 34.1065973, -117.7039918 34.1065938, -117.7039771 34.1065816, -117.7039568 34.1065757, -117.7039354 34.1065596, -117.7039202 34.1065474, -117.7038895 34.1065353, -117.7038703 34.1065228, -117.7038544 34.1065076, -117.7038376 34.1064891)",footway,0,,34.564,,,False,556348967,,,5366824785,5366824768
,"LINESTRING (-117.71336 34.1006433, -117.7134389 34.1006552, -117.7149219 34.1006511)",residential,0,,143.933,,7th Street,False,13331473,,,390037332,122886735
,"LINESTRING (-117.7041706 34.10652, -117.7041919 34.1065251, -117.7042228 34.1065333, -117.704274 34.1065384, -117.704348 34.1065455)",footway,0,,16.634999999999998,,,False,556348967,,,5366824792,5366824796
,"LINESTRING (-117.7041706 34.10652, -117.7041687 34.1065113, -117.7041611 34.1064988, -117.7041497 34.106483, -117.704126 34.1064748, -117.7041099 34.1064799, -117.7041 34.1064964, -117.7041099 34.106516)",footway,0,,12.949,,,False,556348967,,,5366824792,5366824785
,"LINESTRING (-117.7041706 34.10652, -117.704147 34.1065123, -117.7041281 34.1065131, -117.7041099 34.106516)",footway,1,,5.7829999999999995,,,False,556348968,,,5366824792,5366824785
,"LINESTRING (-117.7166745 34.1006438, -117.7149219 34.1006511)",residential,0,,161.374,,7th Street,False,13354795,,,123012954,122886735
