highway,osmid,x,y,geometry,elevation
,5366824955,-117.70474709999999,34.1051315,POINT (-117.7047471 34.1051315),395.8114318847656
,2247762408,-117.7098082,34.106194099999996,POINT (-117.7098082 34.1061941),393.0635070800781
,5265123813,-117.7127994,34.109573100000006,POINT (-117.7127994 34.1095731),401.7362976074219
,2247762410,-117.70991880000001,34.1061923,POINT (-117.7099188 34.1061923),393.1002502441406
,5258514916,-117.70486740000001,34.1037869,POINT (-117.7048674 34.1037869),390.4198303222656
,5258514921,-117.70482179999999,34.1033688,POINT (-117.7048218 34.1033688),390.1459350585938
,5258514928,-117.70487549999999,34.1029912,POINT (-117.7048755 34.1029912),386.9146423339844
traffic_signals,123283953,-117.7131779,34.107146500000006,POINT (-117.7131779 34.1071465),392.5075073242188
,5366824958,-117.7049625,34.1049429,POINT (-117.7049625 34.1049429),394.8486022949219
,5258514934,-117.70531629999999,34.103120000000004,POINT (-117.7053163 34.10312),388.1783142089844
,5258514939,-117.7045027,34.1035331,POINT (-117.7045027 34.1035331),389.5306701660156
,5258514940,-117.70461670000002,34.1036652,POINT (-117.7046167 34.1036652),389.9526977539062
,5258514943,-117.7046098,34.103524799999995,POINT (-117.7046098 34.1035248),389.8860778808594
,5258514944,-117.70474250000001,34.103603799999995,POINT (-117.7047425 34.1036038),389.8014831542969
,5258514947,-117.7046663,34.103491999999996,POINT (-117.7046663 34.103492),389.8619995117188
,5259526672,-117.71100179999999,34.106646399999995,POINT (-117.7110018 34.1066464),392.3247680664062
,5035084309,-117.7071615,34.105153200000004,POINT (-117.7071615 34.1051532),392.3265991210938
,5259526677,-117.7124225,34.1062503,POINT (-117.7124225 34.1062503),390.6080627441406
,5259526678,-117.7124172,34.1065318,POINT (-117.7124172 34.1065318),390.4205017089844
,4617136668,-117.7095578,34.098470299999995,POINT (-117.7095578 34.0984703),368.3584594726562
,5257253421,-117.71027420000001,34.1021086,POINT (-117.7102742 34.1021086),378.9736938476562
,5257253423,-117.710675,34.102219500000004,POINT (-117.710675 34.1022195),379.1980285644531
,5257253424,-117.7106774,34.1019979,POINT (-117.7106774 34.1019979),378.6272583007812
,5257253425,-117.71036289999999,34.1019955,POINT (-117.7103629 34.1019955),378.4540710449219
,5257253426,-117.71036070000001,34.1021919,POINT (-117.7103607 34.1021919),379.0271911621094
,5257253427,-117.7103625,34.1020331,POINT (-117.7103625 34.1020331),378.5215759277344
,5257253430,-117.7099094,34.102103,POINT (-117.7099094 34.102103),379.2727966308594
,5257253432,-117.710136,34.102298499999996,POINT (-117.710136 34.1022985),380.1030883789062
,5257253435,-117.7088767,34.102259600000004,POINT (-117.7088767 34.1022596),381.4954833984375
,5257253436,-117.7081418,34.102156,POINT (-117.7081418 34.102156),381.5279846191406
,5257253437,-117.70814309999999,34.102009,POINT (-117.7081431 34.102009),381.2583312988281
,5257253441,-117.70737849999999,34.102121200000006,POINT (-117.7073785 34.1021212),382.5378112792969
,5257253442,-117.7073787,34.10210479999999,POINT (-117.7073787 34.1021048),382.5313110351562
,5257253443,-117.7071672,34.102101700000006,POINT (-117.7071672 34.1021017),382.8755187988281
,5257253444,-117.70793529999999,34.102008700000006,POINT (-117.7079353 34.1020087),381.3559265136719
,5257253445,-117.70793390000001,34.102154399999996,POINT (-117.7079339 34.1021544),381.5218811035156
,122886735,-117.71492190000001,34.1006511,POINT (-117.7149219 34.1006511),370.8688659667969
,122886737,-117.7126318,34.1007874,POINT (-117.7126318 34.1007874),373.9428100585938
,5257009758,-117.7115232,34.1062388,POINT (-117.7115232 34.1062388),390.5293884277344
,5257009759,-117.71257469999999,34.10625220000001,POINT (-117.7125747 34.1062522),390.5294189453125
,5257009760,-117.71257469999999,34.105936799999995,POINT (-117.7125747 34.1059368),390.5110778808594
,1337903715,-117.71232590000001,34.106758899999996,POINT (-117.7123259 34.1067589),391.3461608886719
,1337872379,-117.7071393,34.106690500000006,POINT (-117.7071393 34.1066905),397.7996215820312
,123568747,-117.70936280000001,34.099661700000006,POINT (-117.7093628 34.0996617),372.0309753417969
,1337903727,-117.7124106,34.106757200000004,POINT (-117.7124106 34.1067572),391.5044860839844
,4789170820,-117.71046399999999,34.105957399999994,POINT (-117.710464 34.1059574),391.7376098632812
,4789174917,-117.7056423,34.1064767,POINT (-117.7056423 34.1064767),399.0397338867188
,123568800,-117.70933670000001,34.10463789999999,POINT (-117.7093367 34.1046379),387.7432861328125
,122620587,-117.71492140000001,34.0976219,POINT (-117.7149214 34.0976219),363.7891845703125
,122620588,-117.7125923,34.097621200000006,POINT (-117.7125923 34.0976212),365.3086547851562
,123568815,-117.70931680000001,34.1037155,POINT (-117.7093168 34.1037155),384.4746704101562
,4789172921,-117.71047630000001,34.10544470000001,POINT (-117.7104763 34.1054447),389.7833251953125
,4602674428,-117.70548500000001,34.104674700000004,POINT (-117.705485 34.1046747),392.8820495605469
,5368525533,-117.7064271,34.104978700000004,POINT (-117.7064271 34.1049787),393.2162170410156
,5368525537,-117.70675290000001,34.105146399999995,POINT (-117.7067529 34.1051464),393.0459594726562
,5368525542,-117.7066497,34.104978700000004,POINT (-117.7066497 34.1049787),392.779052734375
,5368525546,-117.70653700000001,34.104889799999995,POINT (-117.706537 34.1048898),391.5245056152344
,4688673516,-117.70320579999999,34.098780100000006,POINT (-117.7032058 34.0987801),373.5321350097656
,5368525548,-117.706478,34.104978700000004,POINT (-117.706478 34.1049787),393.0481262207031
,390038259,-117.711203,34.0976092,POINT (-117.711203 34.0976092),363.85546875
,5368525556,-117.70588740000001,34.1049763,POINT (-117.7058874 34.1049763),393.979736328125
,5368525557,-117.70588390000002,34.1050264,POINT (-117.7058839 34.1050264),394.2526550292969
,5368525558,-117.7059896,34.102471,POINT (-117.7059896 34.102471),384.6711120605469
,5368525563,-117.7058115,34.102453999999994,POINT (-117.7058115 34.102454),384.7334899902344
,5368525565,-117.70723840000001,34.1002958,POINT (-117.7072384 34.1002958),376.4404602050781
,5368525566,-117.7070848,34.1002969,POINT (-117.7070848 34.1002969),376.3656005859375
,5368525567,-117.70755890000001,34.1000526,POINT (-117.7075589 34.1000526),375.3945007324219
,5368525570,-117.7081909,34.10054470000001,POINT (-117.7081909 34.1005447),376.4300537109375
,5368525572,-117.70786229999999,34.1002316,POINT (-117.7078623 34.1002316),375.8885498046875
,5368525573,-117.7092385,34.1006315,POINT (-117.7092385 34.1006315),374.9036865234375
,5368525581,-117.70923290000002,34.099656700000004,POINT (-117.7092329 34.0996567),372.1531066894531
,5368525588,-117.70921440000001,34.0987092,POINT (-117.7092144 34.0987092),369.6520080566406
,5368525590,-117.70830910000001,34.0987081,POINT (-117.7083091 34.0987081),370.6939086914062
,5368525591,-117.70899709999999,34.0987086,POINT (-117.7089971 34.0987086),370.0724182128906
,5365357336,-117.70654809999999,34.106084,POINT (-117.7065481 34.106084),396.2853088378906
,5368525593,-117.70899309999999,34.0985638,POINT (-117.7089931 34.0985638),368.9793395996094
,5365357347,-117.70650790000002,34.10659129999999,POINT (-117.7065079 34.1065913),398.521240234375
,5365357353,-117.7058803,34.106637899999996,POINT (-117.7058803 34.1066379),399.160400390625
,5365357354,-117.7070752,34.1065979,POINT (-117.7070752 34.1065979),397.7101440429688
,5365357355,-117.70568259999999,34.1062473,POINT (-117.7056826 34.1062473),397.5731201171875
,5365357360,-117.7056362,34.1063831,POINT (-117.7056362 34.1063831),398.7123718261719
,1588726578,-117.7150732,34.0986504,POINT (-117.7150732 34.0986504),366.0736999511719
,5365357369,-117.7055665,34.1052088,POINT (-117.7055665 34.1052088),395.81787109375
,5707795268,-117.7105855,34.106083899999994,POINT (-117.7105855 34.1060839),391.8269958496094
,5707795269,-117.7109466,34.106139399999996,POINT (-117.7109466 34.1061394),391.3817443847656
,5707795270,-117.71110619999999,34.1061405,POINT (-117.7111062 34.1061405),391.4288024902344
,5707795271,-117.71127340000001,34.1061416,POINT (-117.7112734 34.1061416),391.2223815917969
,5707795272,-117.713187,34.0984191,POINT (-117.713187 34.0984191),367.5157470703125
,5365357382,-117.7048275,34.104468,POINT (-117.7048275 34.104468),392.7094421386719
,5365357388,-117.7047215,34.1045547,POINT (-117.7047215 34.1045547),392.9194946289062
,5365357393,-117.70456259999999,34.104518,POINT (-117.7045626 34.104518),392.6800231933594
,5365357394,-117.7045606,34.1044675,POINT (-117.7045606 34.1044675),392.4953308105469
,390040404,-117.71244009999998,34.1053941,POINT (-117.7124401 34.1053941),387.0077209472656
,390040406,-117.70859640000002,34.1053325,POINT (-117.7085964 34.1053325),390.5079956054688
,123442008,-117.715675,34.0956442,POINT (-117.715675 34.0956442),356.4626770019531
,123442009,-117.71567209999999,34.0966477,POINT (-117.7156721 34.0966477),358.4358520507812
,122960732,-117.71491340000001,34.0956496,POINT (-117.7149134 34.0956496),357.7597351074219
,5365357405,-117.70473559999999,34.1046191,POINT (-117.7047356 34.1046191),393.1300659179688
,5365357404,-117.7045499,34.1047396,POINT (-117.7045499 34.1047396),393.5004272460938
stop,122960735,-117.7149162,34.09664420000001,POINT (-117.7149162 34.0966442),360.5518188476562
,5365357410,-117.704631,34.1047529,POINT (-117.704631 34.1047529),393.6160888671875
,122960740,-117.71492830000001,34.101633899999996,POINT (-117.7149283 34.1016339),373.6347351074219
,122960742,-117.71493329999998,34.102619700000005,POINT (-117.7149333 34.1026197),376.8115844726562
,5365357417,-117.70343629999999,34.1042156,POINT (-117.7034363 34.1042156),394.825439453125
,5365357418,-117.70594229999999,34.1028116,POINT (-117.7059423 34.1028116),386.4517211914062
,5259492221,-117.7098828,34.099661499999996,POINT (-117.7098828 34.0996615),371.5706176757812
,5259492228,-117.70977520000001,34.098732500000004,POINT (-117.7097752 34.0987325),369.3386840820312
,5259492237,-117.71133959999999,34.098343799999995,POINT (-117.7113396 34.0983438),366.3818054199219
,5259492249,-117.71136509999998,34.0980407,POINT (-117.7113651 34.0980407),365.3945007324219
,5366823842,-117.70637749999999,34.1058236,POINT (-117.7063775 34.1058236),395.1780700683594
,5366823843,-117.70617069999999,34.1056787,POINT (-117.7061707 34.1056787),395.7654724121094
,5259492261,-117.7112189,34.099661,POINT (-117.7112189 34.099661),370.1195373535156
,122942383,-117.71270030000001,34.0966376,POINT (-117.7127003 34.0966376),362.5690307617188
,5366823856,-117.7061867,34.1042006,POINT (-117.7061867 34.1042006),390.7095336914062
,5366823857,-117.70618909999999,34.1045755,POINT (-117.7061891 34.1045755),391.2189025878906
,5366823858,-117.7061835,34.1040196,POINT (-117.7061835 34.1040196),390.6415710449219
,5366823859,-117.7063525,34.104199200000004,POINT (-117.7063525 34.1041992),390.7537536621094
,122989492,-117.71319229999999,34.1044037,POINT (-117.7131923 34.1044037),383.2176818847656
stop,122942389,-117.71262879999999,34.0996605,POINT (-117.7126288 34.0996605),371.0619812011719
,122989494,-117.711504,34.1043973,POINT (-117.711504 34.1043973),385.0237121582031
,5366823862,-117.7064675,34.1029888,POINT (-117.7064675 34.1029888),385.7322387695312
,5366823861,-117.70626999999999,34.103823299999995,POINT (-117.70627 34.1038233),388.8694763183594
,5366823867,-117.70714009999999,34.1008227,POINT (-117.7071401 34.1008227),378.8375549316406
,5366823868,-117.7070223,34.1007462,POINT (-117.7070223 34.1007462),378.5751342773438
,5259492285,-117.7114321,34.0977414,POINT (-117.7114321 34.0977414),364.4346923828125
,5259492286,-117.71154950000002,34.0977414,POINT (-117.7115495 34.0977414),364.5534057617188
,5259492287,-117.7113899,34.0976703,POINT (-117.7113899 34.0976703),364.12109375
,5259492288,-117.7112953,34.0977403,POINT (-117.7112953 34.0977403),364.5441589355469
,5259492290,-117.7094741,34.0987059,POINT (-117.7094741 34.0987059),369.4231567382812
,5259492291,-117.7094741,34.098796899999996,POINT (-117.7094741 34.0987969),370.0574340820312
,5259492292,-117.7094741,34.0983516,POINT (-117.7094741 34.0983516),368.1528625488281
,5366823877,-117.70714070000001,34.100578000000006,POINT (-117.7071407 34.100578),378.3978881835938
,5366823876,-117.70685470000001,34.1005773,POINT (-117.7068547 34.1005773),377.4048461914062
stop,122942405,-117.7114772,34.1016211,POINT (-117.7114772 34.1016211),376.4834594726562
,5366823880,-117.7070269,34.1005777,POINT (-117.7070269 34.1005777),377.8367919921875
,5366823881,-117.70663940000001,34.1005779,POINT (-117.7066394 34.1005779),377.4038391113281
,5366823882,-117.7067263,34.1005777,POINT (-117.7067263 34.1005777),377.3790893554688
,5366823883,-117.7067247,34.100846000000004,POINT (-117.7067247 34.100846),378.2073669433594
