access,area,geometry,highway,key,landuse,lanes,length,name,oneway,osmid,ref,service,u,v
,,"LINESTRING (-117.7043393 34.1067664, -117.7043403 34.1064845, -117.7043447 34.1052159)",,2,,,172.409,Harvey Mudd College,False,34037202,,,390044659,390044660
,,"LINESTRING (-117.7043393 34.1067664, -117.7060803 34.1067919, -117.7069493 34.1068065, -117.707239 34.1068097, -117.7072514 34.1068201, -117.7092818 34.1068455, -117.7092837 34.1068111, -117.7093641 34.1068118, -117.711314 34.1068313, -117.7116534 34.106834, -117.7116528 34.1068517, -117.712289 34.106859, -117.713078 34.1068755, -117.7130756 34.1054625, -117.711411 34.105502, -117.7090973 34.1054775, -117.7089776 34.1054703, -117.7087955 34.1054405, -117.7086162 34.1053951, -117.70847 34.1053371, -117.7083346 34.1052633, -117.7078319 34.1049735, -117.7076598 34.1049034, -117.7075629 34.1048777, -117.7074639 34.1048662, -117.7072448 34.1048662, -117.7072226 34.1048838, -117.7072226 34.1049374, -117.7071095 34.1049364, -117.7071615 34.1051532)",,0,,,1566.1519999999998,Harvey Mudd College,False,34037202,,,390044659,5035084309
,,"LINESTRING (-117.7043447 34.1052159, -117.7052972 34.1052271)",,0,,,87.706,Harvey Mudd College,False,34037202,,,390044660,2247762331
,,"LINESTRING (-117.7043447 34.1052159, -117.7052972 34.1052271)",,1,,,87.706,Pitzer College,False,289679061,,,390044660,2247762331
,,"LINESTRING (-117.7043447 34.1052159, -117.7043393 34.1067664)",,0,,,172.409,Pitzer College,False,289679061,,,390044660,390044659
,,"LINESTRING (-117.7043447 34.1052159, -117.7043393 34.1067664)",,1,grass,,172.409,Outback Preserve,False,380200586,,,390044660,390044659
,,"LINESTRING (-117.7043447 34.1052159, -117.7043403 34.1064845, -117.7043393 34.1067664)",,2,,,172.409,Harvey Mudd College,False,34037202,,,390044660,390044659
,,"LINESTRING (-117.7043447 34.1052159, -117.7042756 34.1053226, -117.7042709 34.1054577, -117.7042523 34.1055465, -117.704201 34.1056663, -117.7041124 34.1057435, -117.7040004 34.1058246, -117.7038839 34.1058709, -117.7037533 34.1058786, -117.70366 34.1058941, -117.703618 34.1059674, -117.7034921 34.1059327, -117.7034968 34.1058632, -117.7033429 34.1057473, -117.7032776 34.105674, -117.7032449 34.1055388, -117.7031015 34.1054385)",,0,grass,,201.77800000000002,Outback Preserve,False,380200586,,,390044660,3835410599
,,"LINESTRING (-117.7055049 34.1052296, -117.7055075 34.1051048)",,0,,,13.879,Harvey Mudd College,False,34037202,,,390044661,390044662
,,"LINESTRING (-117.7055049 34.1052296, -117.7055075 34.1051048)",,1,,,13.879,Pitzer College,False,289679061,,,390044661,390044662
,,"LINESTRING (-117.7055049 34.1052296, -117.7052972 34.1052271)",,0,,,19.125,Harvey Mudd College,False,34037202,,,390044661,2247762331
,,"LINESTRING (-117.7055049 34.1052296, -117.7052972 34.1052271)",,1,,,19.125,Pitzer College,False,289679061,,,390044661,2247762331
,,"LINESTRING (-117.7055075 34.1051048, -117.7055049 34.1052296)",,0,,,13.879,Harvey Mudd College,False,34037202,,,390044662,390044661
,,"LINESTRING (-117.7055075 34.1051048, -117.7055049 34.1052296)",,1,,,13.879,Pitzer College,False,289679061,,,390044662,390044661
,,"LINESTRING (-117.7055075 34.1051048, -117.7070716 34.1051249)",,0,,,144.025,Pitzer College,False,289679061,,,390044662,2932294655
,,"LINESTRING (-117.7055075 34.1051048, -117.7061147 34.1051143, -117.7070716 34.1051249)",,1,,,144.025,Harvey Mudd College,False,34037202,,,390044662,2932294655
,,"LINESTRING (-117.7060416 34.1068822, -117.7060458 34.1067679, -117.7060477 34.1066772)",service,0,,,22.802,,False,119010938,,parking_aisle,3572361416,1337872446
,,"LINESTRING (-117.7060416 34.1068822, -117.7035959 34.1068507, -117.7030179 34.1068432)",primary,0,,"['2', '3']",278.42199999999997,East Foothill Boulevard,True,"[475080204, 475077078]",CA 66,,3572361416,4683252832
,,"LINESTRING (-117.7071358 34.1068921, -117.7071393 34.1066905)",service,0,,,22.419,,False,119010935,,,3572361417,1337872379
,,"LINESTRING (-117.7071358 34.1068921, -117.7060416 34.1068822)",primary,0,,2,100.748,East Foothill Boulevard,True,475080204,CA 66,,3572361417,3572361416
,,"LINESTRING (-117.7071358 34.1068921, -117.7071337 34.1070672)",primary,0,,5,19.471,North Mills Avenue,False,608695585,,,3572361417,123283955
,,"LINESTRING (-117.7093064 34.1069074, -117.7081611 34.1068993, -117.7071358 34.1068921)",primary,0,,"['2', '3']",199.851,East Foothill Boulevard,True,"[475080203, 351457956]",CA 66,,3572361418,3572361417
,,"LINESTRING (-117.7093064 34.1069074, -117.7093031 34.1070825, -117.7093114 34.1074253, -117.7093865 34.1079672, -117.709577 34.1085955, -117.7099042 34.1091063, -117.7101322 34.1094283, -117.7108939 34.1099435, -117.7115656 34.1102325)",service,0,,,456.322,,False,473296082,,,3572361418,2396821762
,,"LINESTRING (-117.7093064 34.1069074, -117.7093173 34.1068637, -117.7093173 34.1067004, -117.7093173 34.1065603)",service,0,,,38.698,,False,"[473296082, 119010939]",,,3572361418,5259515539
,,"LINESTRING (-117.7123255 34.1069633, -117.7123259 34.1067589)",service,0,,,22.728,,False,119011682,,parking_aisle,3572361422,1337903715
,,"LINESTRING (-117.7123255 34.1069633, -117.7115669 34.1069492, -117.7093064 34.1069074)",primary,0,,2,278.034,East Foothill Boulevard,True,351457956,CA 66,,3572361422,3572361418
,,"LINESTRING (-117.7131808 34.1069714, -117.7123255 34.1069633)",primary,0,,2,78.751,East Foothill Boulevard,True,351457956,CA 66,,3572361423,3572361422
,,"LINESTRING (-117.71427 34.1069858, -117.7142746 34.1061865)",service,0,,,88.879,,False,351457962,,alley,3572361427,123211393
private,,"LINESTRING (-117.7114799 34.1026228, -117.7093017 34.1026019, -117.7092997 34.1029743)",service,0,,,241.977,"['East 9th Street', 'Amherst Avenue']",False,"[13433612, 13441725]",,,123586950,3835445345
,,"LINESTRING (-117.71124914348 34.09973526474, -117.71119550307 34.0997352309)",,0,,,4.939,,False,-49943,,,-58117,-39628
,,"LINESTRING (-117.71124914348 34.09973526474, -117.71128938237 34.09973529012)",,0,,,3.705,,False,-49943,,,-58117,-39632
,,"LINESTRING (-117.71124914348 34.09973526474, -117.71124781417 34.09957755895)",,0,,,17.537,,False,-58120,,,-58117,-58119
,,"LINESTRING (-117.7071337 34.1070672, -117.7071358 34.1068921)",primary,0,,5,19.471,North Mills Avenue,False,608695585,,,123283955,3572361417
,,"LINESTRING (-117.7071615 34.1051532, -117.7070716 34.1051249)",,0,,,8.855,Harvey Mudd College,False,34037202,,,5035084309,2932294655
,,"LINESTRING (-117.7071615 34.1051532, -117.7071645 34.1055588)",footway,0,,,45.102,,False,215361428,,,5035084309,2247762350
,,"LINESTRING (-117.7071615 34.1051532, -117.7067529 34.1051464)",footway,0,,,37.628,,False,465279521,,,5035084309,5368525537
,,"LINESTRING (-117.7071615 34.1051532, -117.7071095 34.1049364, -117.7072226 34.1049374, -117.7072226 34.1048838, -117.7072448 34.1048662, -117.7074639 34.1048662, -117.7075629 34.1048777, -117.7076598 34.1049034, -117.7078319 34.1049735, -117.7083346 34.1052633, -117.70847 34.1053371, -117.7086162 34.1053951, -117.7087955 34.1054405, -117.7089776 34.1054703, -117.7090973 34.1054775, -117.711411 34.105502, -117.7130756 34.1054625, -117.713078 34.1068755, -117.712289 34.106859, -117.7116528 34.1068517, -117.7116534 34.106834, -117.711314 34.1068313, -117.7093641 34.1068118, -117.7092837 34.1068111, -117.7092818 34.1068455, -117.7072514 34.1068201, -117.707239 34.1068097, -117.7069493 34.1068065, -117.7060803 34.1067919, -117.7043393 34.1067664)",,0,,,1566.152,Harvey Mudd College,False,34037202,,,5035084309,390044659
permissive,,"LINESTRING (-117.7071615 34.1051532, -117.7071591 34.1049584, -117.7071571 34.104821)","['residential', 'footway']",0,,,36.941,North Mills Avenue,False,"[215361428, 34036052]",,,5035084309,123361018
,,"LINESTRING (-117.7112776 34.1059654, -117.7112734 34.1061416)",footway,0,,,19.596,,False,543834473,,,5257160034,5707795271
,,"LINESTRING (-117.7112776 34.1059654, -117.7112492 34.1059645, -117.71111 34.1059628)",footway,0,,,15.434999999999999,,False,150583713,,,5257160034,5257160036
,,"LINESTRING (-117.7112776 34.1059654, -117.7113553 34.1059658, -117.7114303 34.1059668)",footway,0,,,14.059999999999999,,False,150583713,,,5257160034,1634823989
,,"LINESTRING (-117.7095578 34.0984703, -117.7095994 34.098347, -117.7096879 34.0982249, -117.7099306 34.097975, -117.7102471 34.0977085, -117.7103303 34.0976529, -117.7104697 34.0976218, -117.7110142 34.0976218, -117.71114033973 34.09761338178)",service,0,,,192.218,,False,467021728,,driveway,4617136668,-39382
,,"LINESTRING (-117.71111 34.1059628, -117.710947 34.1059608)",footway,0,,,15.009,,False,150583713,,,5257160036,5257160038
,,"LINESTRING (-117.71111 34.1059628, -117.7111062 34.1061405)",footway,0,,,19.762,,False,543834474,,,5257160036,5707795270
,,"LINESTRING (-117.71111 34.1059628, -117.7112492 34.1059645, -117.7112776 34.1059654)",footway,0,,,15.434999999999999,,False,150583713,,,5257160036,5257160034
,,"LINESTRING (-117.710947 34.1059608, -117.71111 34.1059628)",footway,0,,,15.009,,False,150583713,,,5257160038,5257160036
,,"LINESTRING (-117.710947 34.1059608, -117.7109466 34.1061394)",footway,0,,,19.859,,False,543834475,,,5257160038,5707795269
,,"LINESTRING (-117.710947 34.1059608, -117.7108331 34.1059594, -117.710824 34.1059593, -117.7107549 34.1059589)",footway,0,,,17.688,,False,150583713,,,5257160038,5365356007
,,"LINESTRING (-117.7123259 34.1067589, -117.7124106 34.1067572)",service,0,,,7.801,,False,119011682,,parking_aisle,1337903715,1337903727
,,"LINESTRING (-117.7123259 34.1067589, -117.7123255 34.1069633)",service,0,,,22.728,,False,119011682,,parking_aisle,1337903715,3572361422
,,"LINESTRING (-117.7123259 34.1067589, -117.7118567 34.1067543, -117.7116403 34.1066992)","['service', 'footway']",0,,,64.04599999999999,,False,"[119011683, 556349331]",,parking_aisle,1337903715,5257160080
,,"LINESTRING (-117.7124106 34.1067572, -117.7123259 34.1067589)",service,0,,,7.801,,False,119011682,,parking_aisle,1337903727,1337903715
,,"LINESTRING (-117.7124106 34.1067572, -117.7127888 34.1067664, -117.7127915 34.1065861, -117.7124184 34.106583, -117.7124106 34.1067572)",service,0,,,108.621,,False,119011682,,parking_aisle,1337903727,1337903727
,,"LINESTRING (-117.7124106 34.1067572, -117.7124184 34.106583, -117.7127915 34.1065861, -117.7127888 34.1067664, -117.7124106 34.1067572)",service,1,,,108.62100000000001,,False,119011682,,parking_aisle,1337903727,1337903727
,,"LINESTRING (-117.7113748 34.1054911, -117.7113774 34.1055277, -117.7114083 34.105561, -117.7114512 34.1055933, -117.7115156 34.105611)",footway,0,,,20.333,,False,543834480,,,5257160054,5257160050
,,"LINESTRING (-117.7030719 34.101143, -117.7030636 34.0996668)",,0,,,164.148,Claremont McKenna College,False,289677655,,,3835325052,2932287336
,,"LINESTRING (-117.7030719 34.101143, -117.7030636 34.0996668)",,1,,,164.148,CMC Student Apartments,False,380193180,,,3835325052,2932287336
,,"LINESTRING (-117.7030719 34.101143, -117.7030722 34.102455, -117.7044825 34.1024766, -117.705116 34.1023976, -117.7059838 34.1024083, -117.7062442 34.1025197, -117.7069645 34.1025628, -117.7071077 34.1025233, -117.7089996 34.1025161, -117.7095116 34.1025592, -117.7114121 34.1025772, -117.7114174 34.101666, -117.7104878 34.1016494, -117.7095115 34.1016245, -117.7094714 34.1016462, -117.7094346 34.101666, -117.7092875 34.1016826, -117.70928742526 34.1015963972)",,0,,,1227.188,Claremont McKenna College,False,289677655,,,3835325052,-39698
,,"LINESTRING (-117.7030719 34.101143, -117.7033282 34.101142, -117.703668 34.1010013, -117.7037062 34.0996204, -117.70312 34.0996093)",,0,,,266.159,CMC Student Apartments,False,380193180,,,3835325052,2932287337
,,"LINESTRING (-117.7116778 34.1055077, -117.7116698 34.10553, -117.711647 34.1055677, -117.7115799 34.105601, -117.7115156 34.105611)",footway,0,,,20.502000000000002,,False,543834481,,,5257160058,5257160050
,,"LINESTRING (-117.7130498 34.1063783, -117.7129174 34.1063765)",footway,0,,,12.192,,False,543834482,,,5257160060,5257160097
,,"LINESTRING (-117.7131061 34.1058342, -117.7129281 34.1058327)",footway,0,,,16.389,,False,543834483,,,5257160063,5257160098
,,"LINESTRING (-117.7149214 34.0976219, -117.7147999 34.0976222)",residential,0,,,11.188,4th Street,True,13288445,,,122620587,5152734442
permissive,,"LINESTRING (-117.7125923 34.0976212, -117.7126256 34.0976767)",footway,0,,,6.891,,False,13342186,,,122620588,1594215683
,,"LINESTRING (-117.7125923 34.0976212, -117.71133364389 34.09762448833)",residential,0,,,115.896,4th Street,False,145483649,,,122620588,-39354
,,"LINESTRING (-117.7125923 34.0976212, -117.71264122332 34.09762390826)",residential,0,,,4.515,4th Street,False,145483649,,,122620588,-39334
permissive,,"LINESTRING (-117.7125923 34.0976212, -117.7125544 34.0976767)",footway,0,,,7.09,,False,146154923,,,122620588,1594215682
,,"LINESTRING (-117.705485 34.1046747, -117.7054501 34.1047302, -117.7054595 34.1048174, -117.7054799 34.104844)",footway,0,,,20.197,,False,465279520,,,4602674428,5258514312
,,"LINESTRING (-117.705485 34.1046747, -117.7055386 34.1046325, -117.7056352 34.1045948, -117.7057835 34.1045796)",footway,0,,,30.4,,False,465279520,,,4602674428,5257162945
,,"LINESTRING (-117.705485 34.1046747, -117.7054579 34.1046305, -117.7054378 34.1045861, -117.7054056 34.1045406, -117.7053775 34.1045006, -117.7053419 34.1044689)",footway,0,,,26.608,,False,543834814,,,4602674428,5257162932
,,"LINESTRING (-117.7113922 34.1066193, -117.7113989 34.1066715, -117.7114163 34.1067281, -117.7114324 34.106747, -117.7114941 34.1067537, -117.7115679 34.1067492, -117.7116188 34.1067292, -117.7116403 34.1066992)",footway,0,,,36.510999999999996,,False,543834484,,,5257160073,5257160080
,,"LINESTRING (-117.7113922 34.1066193, -117.7113761 34.1065771, -117.7113587 34.1065249, -117.711356 34.1064727, -117.7113815 34.106435, -117.7113774 34.1063939, -117.7113546 34.106355)",footway,0,,,30.951,,False,543834484,,,5257160073,5257160067
,,"LINESTRING (-117.7113922 34.1066193, -117.7114579 34.1065971, -117.7115156 34.1065949)",footway,0,,,11.850999999999999,,False,543834484,,,5257160073,5257160084
,,"LINESTRING (-117.7113922 34.1066193, -117.7112933 34.106629, -117.7112498 34.1066453, -117.7111851 34.1066563, -117.7111258 34.1066563, -117.7110651 34.1066563, -117.7110018 34.1066464)",footway,0,,,36.626,,False,544093989,,,5257160073,5259526672
,,"LINESTRING (-117.7139052 34.0991183, -117.7137221223 34.09912045126)",,0,,,16.859,,False,-49807,,,3833596638,-39074
,,"LINESTRING (-117.7139052 34.0991183, -117.713971 34.0991181, -117.71397123263 34.09918381809)",,0,,,13.367,Smith Campus Center,False,380010480,,,3833596638,-39072
,,"LINESTRING (-117.7139052 34.0991183, -117.7139051 34.0990864, -117.7138424 34.0990866)",,0,,,9.32,Smith Campus Center,False,380010480,,,3833596638,5152734438
,,"LINESTRING (-117.7055634 34.1049424, -117.7053194 34.1049426)",footway,0,,,22.465,,False,543987956,,,4602674432,5258514311
,,"LINESTRING (-117.7055634 34.1049424, -117.7055963 34.1049906, -117.7056252 34.1050402)",footway,0,,,12.28,,False,465279520,,,4602674432,5368522216
,,"LINESTRING (-117.7055634 34.1049424, -117.705497 34.1048663, -117.7054799 34.104844)",footway,0,,,13.376,,False,465279520,,,4602674432,5258514312
,,"LINESTRING (-117.705666 34.1051383, -117.705844 34.1051388)",footway,0,,,16.389,,False,465279521,,,4602674435,4803162016
,,"LINESTRING (-117.705666 34.1051383, -117.7056365 34.1050595, -117.7056252 34.1050402)",footway,0,,,11.558,,False,465279520,,,4602674435,5368522216
,,"LINESTRING (-117.705666 34.1051383, -117.7055936 34.1051728, -117.7055665 34.1052088)",footway,0,,,12.408,,False,465279521,,,4602674435,5365357369
,,"LINESTRING (-117.7115156 34.1065949, -117.7114579 34.1065971, -117.7113922 34.1066193)",footway,0,,,11.850999999999999,,False,543834484,,,5257160084,5257160073
,,"LINESTRING (-117.7115156 34.1065949, -117.7115518 34.1066149, -117.7115974 34.1066426, -117.7116349 34.106657, -117.7116403 34.1066992)",footway,0,,,17.739,,False,543834484,,,5257160084,5257160080
,,"LINESTRING (-117.7115156 34.1065949, -117.7114888 34.1065616, -117.7114794 34.1065149, -117.711482 34.1064772, -117.7114981 34.106435, -117.711529 34.1064028, -117.7115773 34.1063728, -117.7116068 34.1063361, -117.7116443 34.1062862, -117.7116712 34.1062407)",footway,0,,,46.03600000000001,,False,543834485,,,5257160084,5257160094
,,"LINESTRING (-117.7105855 34.1060839, -117.7106271 34.106084)",footway,0,,,3.83,,False,556192128,,,5707795268,5365356006
,,"LINESTRING (-117.7105855 34.1060839, -117.7105447 34.1060838)",footway,0,,,3.756,,False,556192128,,,5707795268,5365356001
,,"LINESTRING (-117.7105855 34.1060839, -117.7105881 34.1059581)",footway,0,,,13.99,,False,556192134,,,5707795268,5365356009
,,"LINESTRING (-117.7105855 34.1060839, -117.710583 34.1062048)",footway,0,,,13.445,,False,556192134,,,5707795268,5257160042
,,"LINESTRING (-117.7109466 34.1061394, -117.710947 34.1059608)",footway,0,,,19.859,,False,543834475,,,5707795269,5257160038
,,"LINESTRING (-117.7109466 34.1061394, -117.7109464 34.1062111)",footway,0,,,7.973,,False,543834475,,,5707795269,5257160037
,,"LINESTRING (-117.7109466 34.1061394, -117.7111062 34.1061405)",footway,0,,,14.695,,False,543834476,,,5707795269,5707795270
,,"LINESTRING (-117.7109466 34.1061394, -117.7107016 34.1061377, -117.7106271 34.106084)",footway,0,,,31.652,,False,"[556192128, 543834476]",,,5707795269,5365356006
,,"LINESTRING (-117.7111062 34.1061405, -117.71111 34.1059628)",footway,0,,,19.762,,False,543834474,,,5707795270,5257160036
,,"LINESTRING (-117.7111062 34.1061405, -117.7111047 34.1062136)",footway,0,,,8.13,,False,543834474,,,5707795270,5257160035
,,"LINESTRING (-117.7111062 34.1061405, -117.7112734 34.1061416)",footway,0,,,15.395,,False,543834476,,,5707795270,5707795271
,,"LINESTRING (-117.7111062 34.1061405, -117.7109466 34.1061394)",footway,0,,,14.695,,False,543834476,,,5707795270,5707795269
,,"LINESTRING (-117.7112734 34.1061416, -117.7112776 34.1059654)",footway,0,,,19.596,,False,543834473,,,5707795271,5257160034
,,"LINESTRING (-117.7112734 34.1061416, -117.7112716 34.1062162)",footway,0,,,8.297,,False,543834473,,,5707795271,5257160033
,,"LINESTRING (-117.7112734 34.1061416, -117.7111062 34.1061405)",footway,0,,,15.395,,False,543834476,,,5707795271,5707795270
,,"LINESTRING (-117.713187 34.0984191, -117.7131873 34.098645)",footway,0,,,25.119,,False,530688799,,,5707795272,5152734463
,,"LINESTRING (-117.713187 34.0984191, -117.7131862 34.0978052)",footway,0,,,68.263,,False,530688799,,,5707795272,5152734450
,,"LINESTRING (-117.713187 34.0984191, -117.7130166 34.0984194)",footway,0,,,15.69,,False,530688800,,,5707795272,5152734453
,,"LINESTRING (-117.713187 34.0984191, -117.7138379 34.098418)",footway,0,,,59.934,,False,530688800,,,5707795272,5152734444
,,"LINESTRING (-117.7124401 34.1053941, -117.7125509 34.1053941)",residential,0,,,10.201,Platt Boulevard,False,145483653,,,390040404,1634483882
,,"LINESTRING (-117.7124401 34.1053941, -117.7122253 34.105353, -117.7115069 34.1053293, -117.7108751 34.1053277)",residential,0,,,144.664,Platt Boulevard,True,34036551,,,390040404,390043987
,,"LINESTRING (-117.7085964 34.1053325, -117.7085922 34.1055576)",footway,0,,,25.033,,False,215361429,,,390040406,5257160047
,,"LINESTRING (-117.7085964 34.1053325, -117.7086762 34.1053577, -117.7088461 34.1053974, -117.7090439 34.1054249, -117.709312 34.1054354)",residential,0,,,67.295,Platt Boulevard,True,34037087,,,390040406,123361014
,,"LINESTRING (-117.7057934 34.1062495, -117.7056826 34.1062473)",footway,0,,,10.204,,False,490755645,,,4829437157,5365357355
,,"LINESTRING (-117.7057934 34.1062495, -117.7058913 34.1060701)",footway,0,,,21.89,,False,490755645,,,4829437157,4829437156
,,"LINESTRING (-117.7057934 34.1062495, -117.7057836 34.1066725)",footway,0,,,47.044,,False,490755646,,,4829437157,4829437159
,,"LINESTRING (-117.7057836 34.1066725, -117.7060477 34.1066772)",service,0,,,24.321,,False,119010944,,parking_aisle,4829437159,1337872446
,,"LINESTRING (-117.7057836 34.1066725, -117.7057934 34.1062495)",footway,0,,,47.044,,False,490755646,,,4829437159,4829437157
,,"LINESTRING (-117.7057836 34.1066725, -117.7046579 34.1066526, -117.7046688 34.106458, -117.7056423 34.1064767)",service,0,,,214.981,,False,"[119010944, 486244868]",,parking_aisle,4829437159,4789174917
,,"LINESTRING (-117.711504 34.1043973, -117.7116406 34.1043978)",residential,0,,,12.577,11th Street,False,145483656,,,122989494,5370843253
,,"LINESTRING (-117.7061696 34.1037732, -117.7065445 34.1037747)",footway,0,,,34.518,,False,543834814,,,5258514839,5258514843
,,"LINESTRING (-117.7061696 34.1037732, -117.7058806 34.1037721)",footway,0,,,26.609,,False,543834814,,,5258514839,5258514869
,,"LINESTRING (-117.7061696 34.1037732, -117.7061784 34.1033976)",footway,0,,,41.773,,False,543987964,,,5258514839,5258514840
,,"LINESTRING (-117.7061696 34.1037732, -117.7061695 34.1038141, -117.70627 34.1038233)",footway,0,,,13.858,,False,556348881,,,5258514839,5366823861
,,"LINESTRING (-117.7061784 34.1033976, -117.7064875 34.1033992)",footway,0,,,28.46,,False,543987964,,,5258514840,5258514842
,,"LINESTRING (-117.7061784 34.1033976, -117.7061696 34.1037732)",footway,0,,,41.773,,False,543987964,,,5258514840,5258514839
,,"LINESTRING (-117.7061784 34.1033976, -117.7061546 34.1033975)",footway,0,,,2.191,,False,544090144,,,5258514840,5259487247
,,"LINESTRING (-117.706625 34.1033999, -117.7064875 34.1033992)",footway,0,,,12.66,,False,543987964,,,5258514841,5258514842
,,"LINESTRING (-117.706625 34.1033999, -117.706627 34.103775)",footway,0,,,41.71,,False,543987966,,,5258514841,5258514844
,,"LINESTRING (-117.706625 34.1033999, -117.7066176 34.1029879, -117.7064675 34.1029888)",footway,0,,,59.638,,False,"[543987968, 543987967]",,,5258514841,5366823862
,,"LINESTRING (-117.7064875 34.1033992, -117.706625 34.1033999)",footway,0,,,12.66,,False,543987964,,,5258514842,5258514841
,,"LINESTRING (-117.7064875 34.1033992, -117.7061784 34.1033976)",footway,0,,,28.46,,False,543987964,,,5258514842,5258514840
,,"LINESTRING (-117.7064875 34.1033992, -117.7065445 34.1037747)",footway,0,,,42.082,,False,543987965,,,5258514842,5258514843
,,"LINESTRING (-117.7065445 34.1037747, -117.706627 34.103775)",footway,0,,,7.596,,False,543834814,,,5258514843,5258514844
,,"LINESTRING (-117.7065445 34.1037747, -117.7061696 34.1037732)",footway,0,,,34.518,,False,543834814,,,5258514843,5258514839
,,"LINESTRING (-117.7065445 34.1037747, -117.7064875 34.1033992)",footway,0,,,42.082,,False,543987965,,,5258514843,5258514842
,,"LINESTRING (-117.706627 34.103775, -117.7070244 34.1037766)",footway,0,,,36.59,,False,543834814,,,5258514844,5257162935
,,"LINESTRING (-117.706627 34.103775, -117.7065445 34.1037747)",footway,0,,,7.596,,False,543834814,,,5258514844,5258514843
,,"LINESTRING (-117.706627 34.103775, -117.706625 34.1033999)",footway,0,,,41.71,,False,543987966,,,5258514844,5258514841
,,"LINESTRING (-117.7114616 34.1043883, -117.7121155 34.1043862)",,0,,,60.206,Scripps College,False,289679164,,,2932296928,2932297912
,,"LINESTRING (-117.7114616 34.1043883, -117.7121155 34.1043862)",,1,,,60.206,Claremont Graduate University,False,289679275,,,2932296928,2932297912
,,"LINESTRING (-117.7114616 34.1043883, -117.7114563 34.1034576)",,0,,,103.49,Scripps College,False,289679164,,,2932296928,2932296986
,,"LINESTRING (-117.7114616 34.1043883, -117.7114563 34.1034576)",,1,,,103.49,Claremont Graduate University,False,289679275,,,2932296928,2932296986
,,"LINESTRING (-117.7149301 34.1033693, -117.713187 34.1033603, -117.7126551 34.1033639)",residential,0,,,209.47,10th Street,False,13287099,,,122612973,5366824573
,,"LINESTRING (-117.7115009 34.1033717, -117.7126551 34.1033639)",residential,0,,,106.274,10th Street,False,13287099,,,122612978,5366824573
,,"LINESTRING (-117.7063775 34.1058236, -117.7058947 34.1058177)",footway,0,,,44.456,,False,487927963,,,5366823842,4803161995
,,"LINESTRING (-117.7063775 34.1058236, -117.7071558 34.1058332)",footway,0,,,71.666,,False,487927963,,,5366823842,4803161994
,,"LINESTRING (-117.7063775 34.1058236, -117.7063801 34.105539)",footway,0,,,31.647,,False,556348873,,,5366823842,4803162013
,,"LINESTRING (-117.7063775 34.1058236, -117.7061707 34.1056787)",footway,0,,,24.942,,False,556348874,,,5366823842,5366823843
permissive,,"LINESTRING (-117.7125544 34.0976767, -117.7125923 34.0976212)",footway,0,,,7.09,,False,146154923,,,1594215682,122620588
permissive,,"LINESTRING (-117.7125544 34.0976767, -117.71255473949 34.09773514839)",footway,0,,,6.499,,False,146154923,,,1594215682,-39526
,,"LINESTRING (-117.7125544 34.0976767, -117.71249905363 34.09768181295, -117.71247222638 34.09773566154)",,0,,,11.605,,False,-49899,,,1594215682,-39528
permissive,,"LINESTRING (-117.7126256 34.0976767, -117.71262772487 34.09799058184)",footway,0,,,34.903,,False,13342186,,,1594215683,-39520
permissive,,"LINESTRING (-117.7126256 34.0976767, -117.7125923 34.0976212)",footway,0,,,6.891,,False,13342186,,,1594215683,122620588
,,"LINESTRING (-117.7126256 34.0976767, -117.7127002193 34.09771623987, -117.71281018987 34.09780952563)",,0,,,22.653,,False,-49897,,,1594215683,-39522
,,"LINESTRING (-117.7126386 34.0995868, -117.71272972228 34.09958694581)",,0,,,8.39,,False,-49945,,,1594215686,-39610
permissive,,"LINESTRING (-117.7126386 34.0995868, -117.71263806888 34.09950864333)",footway,0,,,8.691,,False,13342186,,,1594215686,-39614
permissive,,"LINESTRING (-117.7126386 34.0995868, -117.71262947055 34.09966855127, -117.7125655 34.0995877)",footway,0,,,19.877,,False,"[13342186, 146154923]",,,1594215686,1594215687
,,"LINESTRING (-117.7125655 34.0995877, -117.71124781417 34.09957755895)",,0,,,121.333,,False,-49951,,,1594215687,-58119
,,"LINESTRING (-117.7125655 34.0995877, -117.712566107 34.09973609545)",,0,,,16.501,,False,-49951,,,1594215687,-39620
permissive,,"LINESTRING (-117.7125655 34.0995877, -117.71256310243 34.09917493316)",footway,0,,,45.898,,False,146154923,,,1594215687,-39086
permissive,,"LINESTRING (-117.7125655 34.0995877, -117.71262947055 34.09966855127, -117.7126386 34.0995868)",footway,0,,,19.877,,False,"[13342186, 146154923]",,,1594215687,1594215686
,,"LINESTRING (-117.7061707 34.1056787, -117.7063775 34.1058236)",footway,0,,,24.942,,False,556348874,,,5366823843,5366823842
,,"LINESTRING (-117.7114563 34.1034576, -117.7114616 34.1043883)",,0,,,103.49,Scripps College,False,289679164,,,2932296986,2932296928
,,"LINESTRING (-117.7114563 34.1034576, -117.7114616 34.1043883)",,1,,,103.49,Claremont Graduate University,False,289679275,,,2932296986,2932296928
,,"LINESTRING (-117.7114563 34.1034576, -117.7121353 34.1034333)",,0,,,62.576,Claremont Graduate University,False,289679275,,,2932296986,2932297913
,,"LINESTRING (-117.7114563 34.1034576, -117.7114513 34.1027122, -117.71143542574 34.10269902081)",,0,,,84.95599999999999,Scripps College,False,289679164,,,2932296986,-39798
