y,x,elevation
-117.7027367,34.0978127,371.9986267089844
-117.7027370962963,34.09785844444444,372.3327941894531
-117.70273749259259,34.09790418888889,372.450927734375
-117.70273788888889,34.09794993333333,372.8060607910156
-117.70273828518519,34.097995677777774,373.0225830078125
-117.70273868148149,34.098041422222224,373.1219177246094
-117.70273907777778,34.098087166666666,373.37841796875
-117.70273947407408,34.09813291111111,373.6121215820312
-117.70273987037038,34.09817865555556,373.6263122558594
-117.70274026666667,34.0982244,373.574951171875
-117.70274066296297,34.09827014444444,373.5781860351562
-117.70274105925927,34.09831588888889,373.5966491699219
-117.70274145555555,34.09836163333333,373.6692810058594
-117.70274185185185,34.098407377777775,373.7518920898438
-117.70274224814816,34.098453122222224,373.784912109375
-117.70274264444446,34.09849886666667,373.7952575683594
-117.70274304074074,34.09854461111111,373.78955078125
-117.70274343703704,34.09859035555556,373.7447509765625
-117.70274383333334,34.0986361,373.7314758300781
-117.70274422962963,34.09868184444444,373.9063415527344
-117.70274462592593,34.09872758888889,374.0760192871094
-117.70274502222223,34.098773333333334,374.2386779785156
-117.70274541851852,34.098819077777776,374.3931274414062
-117.70274581481482,34.098864822222225,374.5504150390625
-117.70274621111112,34.09891056666667,374.7394409179688
-117.70274660740742,34.09895631111111,374.8595581054688
-117.7027470037037,34.09900205555556,375.0514831542969
-117.7027474,34.0990478,375.3058166503906
-117.70277401428572,34.09908790714286,375.46533203125
-117.70278314000001,34.09781549,371.8896789550781
-117.70280062857144,34.09912801428572,375.3323669433594
-117.70282724285715,34.09916812142857,375.2601928710938
-117.70282958,34.09781828,371.8694152832031
-117.70285385714286,34.09920822857143,375.2335815429688
-117.7028592,34.1025685,386.0450744628906
-117.70287602,34.097821069999995,371.8505554199219
-117.70288047142857,34.099248335714286,375.38134765625
-117.70290213333334,34.10254736666666,386.0694580078125
-117.70290708571429,34.099288442857144,375.5281677246094
-117.70292225,34.10257675,386.1487731933594
-117.70292246,34.09782386,371.7486267089844
-117.7029337,34.099328549999996,375.7409973144531
-117.70294506666667,34.102526233333336,385.9714660644531
-117.70296031428572,34.099368657142854,375.8923034667969
-117.7029689,34.09782665,371.5432434082031
-117.7029853,34.102585,386.1070861816406
-117.70298692857143,34.09940876428571,375.9302673339844
-117.702988,34.1025051,385.8517456054688
-117.70301354285715,34.09944887142857,376.0191345214844
-117.70301534000001,34.09782944,371.5200500488281
-117.7030171,34.1025048,385.828857421875
-117.7030177,34.1025852,386.0667114257812
-117.7030179,34.1068432,403.0526428222656
-117.70304015714285,34.09948897857143,376.1337280273438
-117.70306178,34.097832229999995,371.4790344238281
-117.7030636,34.0996668,376.8938598632812
-117.70306381,34.10250438,385.8102111816406
-117.70306385937499,34.099712931250004,377.1573181152344
-117.70306411874999,34.0997590625,377.1539001464844
-117.70306437812499,34.09980519375,377.1509704589844
-117.70306463749999,34.099851325,377.3309936523438
-117.70306489687499,34.09989745625,377.51513671875
-117.70306515624999,34.0999435875,377.7579650878906
-117.70306541562499,34.09998971875,377.8699340820312
-117.70306558571428,34.102585507142855,386.0549011230469
-117.70306567499999,34.10003585,378.0633544921875
-117.70306593437499,34.10008198125,378.1950378417969
-117.70306606666668,34.106843825,403.040771484375
-117.70306619374999,34.1001281125,378.2158203125
-117.70306645312499,34.100174243750004,378.3628234863281
-117.70306671249999,34.100220375,378.6282958984375
-117.70306677142857,34.09952908571428,376.2262573242188
-117.70306697187499,34.10026650625,378.8376770019531
-117.70306723124999,34.100312637500004,378.9922180175781
-117.70306749062499,34.10035876875,379.0739135742188
-117.70306775,34.1004049,379.2995300292969
-117.703068009375,34.10045103125,379.4332885742188
