y_start,y_end,x_start,x_end,highway,oneway,edge_index,length
-117.7081687,-117.7081161,34.102981850000006,34.1029855,path,False,2,5.852716033125166
-117.7081591,-117.70820166666667,34.1050973,34.105124733333334,residential,True,3,5.625611442204347
-117.70820166666667,-117.70824423333333,34.105124733333334,34.10515216666666,residential,True,3,5.625611441775118
-117.70824423333333,-117.7082868,34.10515216666666,34.1051796,residential,True,3,5.625611442204347
-117.7082868,-117.70833916666666,34.1051796,34.105208166666664,residential,True,3,6.625444193956815
-117.70833916666666,-117.70839153333334,34.105208166666664,34.105236733333335,residential,True,3,6.625444195720231
-117.70839153333334,-117.7084439,34.105236733333335,34.1052653,residential,True,3,6.625444193956815
-117.7084439,-117.70849473333334,34.1052653,34.1052877,residential,True,3,6.168748137443716
-117.70849473333334,-117.70854556666667,34.1052877,34.105310100000004,residential,True,3,6.168748137763333
-117.70854556666667,-117.7085964,34.105310100000004,34.1053325,residential,True,3,6.168748137443716
-117.7081591,-117.7081278,34.1050973,34.10513067142857,footway,False,4,5.08589611281875
-117.7081278,-117.7080965,34.10513067142857,34.10516404285714,footway,False,4,5.08589611281875
-117.7080965,-117.7080652,34.10516404285714,34.10519741428571,footway,False,4,5.08589611281875
-117.7080652,-117.7080339,34.10519741428571,34.105230785714284,footway,False,4,5.085896111741186
-117.7080339,-117.7080026,34.105230785714284,34.105264157142855,footway,False,4,5.08589611281875
-117.7080026,-117.7079713,34.105264157142855,34.10529752857143,footway,False,4,5.08589611281875
-117.7079713,-117.70794,34.10529752857143,34.1053309,footway,False,4,5.08589611281875
-117.70794,-117.70793732499999,34.1053309,34.105385375,footway,False,4,6.070333760509773
-117.70793732499999,-117.70793465,34.105385375,34.105439849999996,footway,False,4,6.070333760432616
-117.70793465,-117.70793197500001,34.105439849999996,34.105494325,footway,False,4,6.0703337612225035
-117.70793197500001,-117.7079293,34.105494325,34.1055488,footway,False,4,6.070333760509773
-117.7052972,-117.705349125,34.1052271,34.105227725,,False,5,5.764094763210891
-117.705349125,-117.70540105,34.105227725,34.105228350000004,,False,5,5.764094764797726
-117.70540105,-117.705452975,34.105228350000004,34.105228975,,False,5,5.764094763210891
-117.705452975,-117.7055049,34.105228975,34.1052296,,False,5,5.764094763210891
-117.7052972,-117.705349125,34.1052271,34.105227725,,False,6,5.764094763210891
-117.705349125,-117.70540105,34.105227725,34.105228350000004,,False,6,5.764094764797726
-117.70540105,-117.705452975,34.105228350000004,34.105228975,,False,6,5.764094763210891
-117.705452975,-117.7055049,34.105228975,34.1052296,,False,6,5.764094763210891
-117.7052972,-117.70525184285715,34.1052271,34.105226566666666,,False,7,5.034992780842368
-117.70525184285715,-117.70520648571429,34.105226566666666,34.10522603333333,,False,7,5.034992782419663
-117.70520648571429,-117.70516112857143,34.10522603333333,34.1052255,,False,7,5.034992780833044
-117.70516112857143,-117.70511577142857,34.1052255,34.10522496666667,,False,7,5.034992782419663
-117.70511577142857,-117.70507041428571,34.10522496666667,34.10522443333333,,False,7,5.034992780842368
-117.70507041428571,-117.70502505714286,34.10522443333333,34.1052239,,False,7,5.034992780842368
-117.70502505714286,-117.7049797,34.1052239,34.105223366666664,,False,7,5.034992782419663
-117.7049797,-117.70493434285714,34.105223366666664,34.105222833333336,,False,7,5.034992780833044
-117.70493434285714,-117.70488898571429,34.105222833333336,34.1052223,,False,7,5.034992780842368
-117.70488898571429,-117.70484362857142,34.1052223,34.105221766666666,,False,7,5.034992782419663
-117.70484362857142,-117.70479827142857,34.105221766666666,34.10522123333333,,False,7,5.034992780842368
-117.70479827142857,-117.7047529142857,34.10522123333333,34.1052207,,False,7,5.034992782419663
-117.7047529142857,-117.70470755714285,34.1052207,34.10522016666666,,False,7,5.034992780842368
-117.70470755714285,-117.7046622,34.10522016666666,34.105219633333334,,False,7,5.034992780833044
-117.7046622,-117.70461684285713,34.105219633333334,34.1052191,,False,7,5.034992782419663
-117.70461684285713,-117.70457148571428,34.1052191,34.105218566666665,,False,7,5.034992780842368
-117.70457148571428,-117.70452612857143,34.105218566666665,34.10521803333333,,False,7,5.034992780842368
-117.70452612857143,-117.70448077142856,34.10521803333333,34.105217499999995,,False,7,5.034992782419663
-117.70448077142856,-117.70443541428571,34.105217499999995,34.10521696666667,,False,7,5.034992780833044
-117.70443541428571,-117.70439005714285,34.10521696666667,34.10521643333333,,False,7,5.034992782419663
-117.70439005714285,-117.7043447,34.10521643333333,34.1052159,,False,7,5.034992780842368
-117.7052972,-117.70525184285715,34.1052271,34.105226566666666,,False,8,5.034992780842368
-117.70525184285715,-117.70520648571429,34.105226566666666,34.10522603333333,,False,8,5.034992782419663
-117.70520648571429,-117.70516112857143,34.10522603333333,34.1052255,,False,8,5.034992780833044
-117.70516112857143,-117.70511577142857,34.1052255,34.10522496666667,,False,8,5.034992782419663
-117.70511577142857,-117.70507041428571,34.10522496666667,34.10522443333333,,False,8,5.034992780842368
-117.70507041428571,-117.70502505714286,34.10522443333333,34.1052239,,False,8,5.034992780842368
-117.70502505714286,-117.7049797,34.1052239,34.105223366666664,,False,8,5.034992782419663
-117.7049797,-117.70493434285714,34.105223366666664,34.105222833333336,,False,8,5.034992780833044
-117.70493434285714,-117.70488898571429,34.105222833333336,34.1052223,,False,8,5.034992780842368
-117.70488898571429,-117.70484362857142,34.1052223,34.105221766666666,,False,8,5.034992782419663
-117.70484362857142,-117.70479827142857,34.105221766666666,34.10522123333333,,False,8,5.034992780842368
-117.70479827142857,-117.7047529142857,34.10522123333333,34.1052207,,False,8,5.034992782419663
-117.7047529142857,-117.70470755714285,34.1052207,34.10522016666666,,False,8,5.034992780842368
-117.70470755714285,-117.7046622,34.10522016666666,34.105219633333334,,False,8,5.034992780833044
-117.7046622,-117.70461684285713,34.105219633333334,34.1052191,,False,8,5.034992782419663
-117.70461684285713,-117.70457148571428,34.1052191,34.105218566666665,,False,8,5.034992780842368
-117.70457148571428,-117.70452612857143,34.105218566666665,34.10521803333333,,False,8,5.034992780842368
-117.70452612857143,-117.70448077142856,34.10521803333333,34.105217499999995,,False,8,5.034992782419663
-117.70448077142856,-117.70443541428571,34.105217499999995,34.10521696666667,,False,8,5.034992780833044
-117.70443541428571,-117.70439005714285,34.10521696666667,34.10521643333333,,False,8,5.034992782419663
-117.70439005714285,-117.7043447,34.10521643333333,34.1052159,,False,8,5.034992780842368
-117.7125478,-117.71254934999999,34.1055069,34.1054505,service,False,9,6.279677346986399
-117.71254934999999,-117.7125509,34.1054505,34.1053941,service,False,9,6.2796773478201535
-117.7125478,-117.7124774,34.1055069,34.1055068,,False,10,7.814407926020472
-117.7124774,-117.71247728,34.1055068,34.10555238,,False,10,5.073071486526767
-117.71247728,-117.71247716,34.10555238,34.10559796,,False,10,5.073071486526767
-117.71247716,-117.71247704,34.10559796,34.10564354,,False,10,5.07307148732174
-117.71247704,-117.71247692,34.10564354,34.10568912,,False,10,5.073071486526767
-117.71247692,-117.7124768,34.10568912,34.1057347,,False,10,5.073071486526767
-117.7124768,-117.71252268,34.1057347,34.10573478,,False,10,5.092687784037423
-117.71252268,-117.71256856000001,34.10573478,34.10573486,,False,10,5.092687784037423
-117.71256856000001,-117.71261444,34.10573486,34.10573494,,False,10,5.092687782460021
-117.71261444,-117.71266032,34.10573494,34.10573502,,False,10,5.092687784037423
-117.71266032,-117.7127062,34.10573502,34.105735100000004,,False,10,5.092687784038806
-117.7127062,-117.71275208,34.105735100000004,34.10573518,,False,10,5.092687784037423
-117.71275208,-117.71279796,34.10573518,34.10573526,,False,10,5.092687784037423
-117.71279796,-117.71284383999999,34.10573526,34.10573534,,False,10,5.092687782460021
-117.71284383999999,-117.71288971999999,34.10573534,34.10573542,,False,10,5.092687784037423
-117.71288971999999,-117.7129356,34.10573542,34.1057355,,False,10,5.092687784037423
-117.7129356,-117.71293576666666,34.1057355,34.105679200000004,,False,10,6.266217308878191
-117.71293576666666,-117.71293593333333,34.105679200000004,34.1056229,,False,10,6.266217309669021
-117.71293593333333,-117.7129361,34.1056229,34.1055666,,False,10,6.266217308878191
-117.7129361,-117.7128893142857,34.1055666,34.10556652857143,,False,10,5.193220371224231
-117.7128893142857,-117.71284252857143,34.10556652857143,34.10556645714286,,False,10,5.193220369646828
-117.71284252857143,-117.71279574285714,34.10556645714286,34.10556638571428,,False,10,5.193220371224231
-117.71279574285714,-117.71274895714285,34.10556638571428,34.10556631428572,,False,10,5.1932203712230205
-117.71274895714285,-117.71270217142856,34.10556631428572,34.105566242857144,,False,10,5.193220371224231
-117.71270217142856,-117.71265538571429,34.105566242857144,34.10556617142857,,False,10,5.193220369646828
-117.71265538571429,-117.7126086,34.10556617142857,34.1055661,,False,10,5.193220371224231
-117.7126086,-117.7126087,34.1055661,34.1055071,,False,10,6.566709381447502
-117.7126087,-117.7125478,34.1055071,34.1055069,,False,10,6.759936651326783
-117.7125478,-117.7126087,34.1055069,34.1055071,,False,11,6.759936651326783
-117.7126087,-117.7126086,34.1055071,34.1055661,,False,11,6.566709381447502
-117.7126086,-117.71265538571429,34.1055661,34.10556617142857,,False,11,5.193220371224231
-117.71265538571429,-117.71270217142856,34.10556617142857,34.105566242857144,,False,11,5.193220369646828
-117.71270217142856,-117.71274895714285,34.105566242857144,34.10556631428572,,False,11,5.193220371224231
-117.71274895714285,-117.71279574285714,34.10556631428572,34.10556638571428,,False,11,5.1932203712230205
-117.71279574285714,-117.71284252857143,34.10556638571428,34.10556645714286,,False,11,5.193220371224231
-117.71284252857143,-117.7128893142857,34.10556645714286,34.10556652857143,,False,11,5.193220369646828
-117.7128893142857,-117.7129361,34.10556652857143,34.1055666,,False,11,5.193220371224231
-117.7129361,-117.71293593333333,34.1055666,34.1056229,,False,11,6.266217308878191
-117.71293593333333,-117.71293576666666,34.1056229,34.105679200000004,,False,11,6.266217309669021
-117.71293576666666,-117.7129356,34.105679200000004,34.1057355,,False,11,6.266217308878191
-117.7129356,-117.71288971999999,34.1057355,34.10573542,,False,11,5.092687784037423
-117.71288971999999,-117.71284383999999,34.10573542,34.10573534,,False,11,5.092687784037423
-117.71284383999999,-117.71279796,34.10573534,34.10573526,,False,11,5.092687782460021
-117.71279796,-117.71275208,34.10573526,34.10573518,,False,11,5.092687784037423
-117.71275208,-117.7127062,34.10573518,34.105735100000004,,False,11,5.092687784037423
-117.7127062,-117.71266032,34.105735100000004,34.10573502,,False,11,5.092687784038806
-117.71266032,-117.71261444,34.10573502,34.10573494,,False,11,5.092687784037423
-117.71261444,-117.71256856000001,34.10573494,34.10573486,,False,11,5.092687782460021
-117.71256856000001,-117.71252268,34.10573486,34.10573478,,False,11,5.092687784037423
-117.71252268,-117.7124768,34.10573478,34.1057347,,False,11,5.092687784037423
-117.7124768,-117.71247692,34.1057347,34.10568912,,False,11,5.073071486526767
-117.71247692,-117.71247704,34.10568912,34.10564354,,False,11,5.073071486526767
-117.71247704,-117.71247716,34.10564354,34.10559796,,False,11,5.07307148732174
-117.71247716,-117.71247728,34.10559796,34.10555238,,False,11,5.073071486526767
-117.71247728,-117.7124774,34.10555238,34.1055068,,False,11,5.073071486526767
-117.7124774,-117.7125478,34.1055068,34.1055069,,False,11,7.814407926020472
-117.7071645,-117.70716416666667,34.1055588,34.10551373333333,footway,False,12,5.0160564634680584
-117.70716416666667,-117.70716383333334,34.10551373333333,34.10546866666667,footway,False,12,5.0160564634680584
-117.70716383333334,-117.70716350000001,34.10546866666667,34.105423599999995,footway,False,12,5.016056464258871
-117.70716350000001,-117.70716316666667,34.105423599999995,34.10537853333333,footway,False,12,5.0160564634680584
-117.70716316666667,-117.70716283333333,34.10537853333333,34.105333466666664,footway,False,12,5.0160564634796945
-117.70716283333333,-117.7071625,34.105333466666664,34.1052884,footway,False,12,5.0160564634680584
-117.7071625,-117.70716216666666,34.1052884,34.10524333333333,footway,False,12,5.016056464258871
-117.70716216666666,-117.70716183333333,34.10524333333333,34.10519826666666,footway,False,12,5.0160564634680584
-117.70716183333333,-117.7071615,34.10519826666666,34.1051532,footway,False,12,5.0160564634680584
-117.7071645,-117.70716305,34.1055588,34.105604533333334,footway,False,13,5.0926639906139535
-117.70716305,-117.7071616,34.105604533333334,34.105650266666665,footway,False,13,5.092663989823515
-117.7071616,-117.70716014999999,34.105650266666665,34.105695999999995,footway,False,13,5.092663989873368
-117.70716014999999,-117.7071587,34.105695999999995,34.10574173333333,footway,False,13,5.0926639906139535
-117.7071587,-117.70715725,34.10574173333333,34.10578746666667,footway,False,13,5.0926639906139535
-117.70715725,-117.7071558,34.10578746666667,34.1058332,footway,False,13,5.092663989823515
-117.7071645,-117.70711493333333,34.1055588,34.105553066666666,footway,False,14,5.538781522543314
-117.70711493333333,-117.70706536666667,34.105553066666666,34.105547333333334,footway,False,14,5.538781520976412
-117.70706536666667,-117.7070158,34.105547333333334,34.1055416,footway,False,14,5.538781522543314
-117.7071645,-117.70721184,34.1055588,34.105559719999995,footway,False,15,5.2557375697636965
-117.70721184,-117.70725918000001,34.105559719999995,34.10556064,footway,False,15,5.25573757135621
-117.70725918000001,-117.70730652,34.10556064,34.10556156,footway,False,15,5.2557375697636965
-117.70730652,-117.70735386000001,34.10556156,34.10556248,footway,False,15,5.25573757135621
-117.70735386000001,-117.7074012,34.10556248,34.1055634,footway,False,15,5.2557375697636965
-117.7074012,-117.70742415000001,34.1055634,34.1056156,footway,False,15,6.343813894001325
-117.70742415000001,-117.7074471,34.1056156,34.1056678,footway,False,15,6.343813893367896
-117.7074471,-117.7075101,34.1056678,34.1057153,footway,False,15,8.766514390524053
-117.7075101,-117.7075932,34.1057153,34.1057224,footway,False,15,9.257887679531864
-117.7075932,-117.707662,34.1057224,34.1057224,footway,False,15,7.636799999332311
-117.707662,-117.7076907,34.1057224,34.1057224,footway,False,15,3.185700000159386
-117.7142892,-117.71428952666666,34.1036977,34.1037445,service,False,16,5.208966205778934
-117.71428952666666,-117.71428985333333,34.1037445,34.1037913,service,False,16,5.208966205778934
-117.71428985333333,-117.71429017999999,34.1037913,34.1038381,service,False,16,5.208966205778934
-117.71429017999999,-117.71429050666667,34.1038381,34.1038849,service,False,16,5.208966205789914
-117.71429050666667,-117.71429083333334,34.1038849,34.1039317,service,False,16,5.208966205778934
-117.71429083333334,-117.71429116,34.1039317,34.1039785,service,False,16,5.208966205778934
-117.71429116,-117.71429148666667,34.1039785,34.104025299999996,service,False,16,5.208966205778934
-117.71429148666667,-117.71429181333333,34.104025299999996,34.1040721,service,False,16,5.208966206569748
-117.71429181333333,-117.71429214,34.1040721,34.1041189,service,False,16,5.208966205778934
-117.71429214,-117.71429246666666,34.1041189,34.1041657,service,False,16,5.208966205778934
-117.71429246666666,-117.71429279333333,34.1041657,34.1042125,service,False,16,5.208966205778934
-117.71429279333333,-117.71429312000001,34.1042125,34.1042593,service,False,16,5.208966205789914
-117.71429312000001,-117.71429344666667,34.1042593,34.1043061,service,False,16,5.208966205778934
-117.71429344666667,-117.71429377333334,34.1043061,34.1043529,service,False,16,5.208966205778934
-117.71429377333334,-117.7142941,34.1043529,34.1043997,service,False,16,5.208966205778934
-117.7142941,-117.71424622500001,34.1043997,34.104399875,residential,False,17,5.3141606938574535
-117.71424622500001,-117.71419835,34.104399875,34.10440005,residential,False,17,5.314160695437746
-117.71419835,-117.714150475,34.10440005,34.104400225,residential,False,17,5.314160695434848
-117.714150475,-117.7141026,34.104400225,34.1044004,residential,False,17,5.314160693860352
-117.7141026,-117.71405472500001,34.1044004,34.104400575,residential,False,17,5.3141606938574535
-117.71405472500001,-117.71400685,34.104400575,34.104400749999996,residential,False,17,5.314160695434848
-117.71400685,-117.713958975,34.104400749999996,34.104400925,residential,False,17,5.314160695437746
-117.713958975,-117.7139111,34.104400925,34.1044011,residential,False,17,5.3141606938574535
-117.7142941,-117.71434014285714,34.1043997,34.10439952857143,residential,False,18,5.110792757655703
-117.71434014285714,-117.71438618571429,34.10439952857143,34.10439935714286,residential,False,18,5.110792759230144
-117.71438618571429,-117.71443222857144,34.10439935714286,34.104399185714286,residential,False,18,5.110792759233096
-117.71443222857144,-117.71447827142858,34.104399185714286,34.10439901428572,residential,False,18,5.11079275765275
-117.71447827142858,-117.71452431428571,34.10439901428572,34.104398842857144,residential,False,18,5.110792757655703
-117.71452431428571,-117.71457035714286,34.104398842857144,34.10439867142858,residential,False,18,5.110792759230144
-117.71457035714286,-117.71461640000001,34.10439867142858,34.1043985,residential,False,18,5.110792759233096
-117.71461640000001,-117.71466244285715,34.1043985,34.10439832857143,residential,False,18,5.110792757655703
-117.71466244285715,-117.71470848571428,34.10439832857143,34.10439815714286,residential,False,18,5.11079275765275
-117.71470848571428,-117.71475452857143,34.10439815714286,34.104397985714286,residential,False,18,5.110792759233096
-117.71475452857143,-117.71480057142858,34.104397985714286,34.10439781428572,residential,False,18,5.110792759230144
-117.71480057142858,-117.71484661428572,34.10439781428572,34.104397642857144,residential,False,18,5.110792757655703
-117.71484661428572,-117.71489265714285,34.104397642857144,34.10439747142858,residential,False,18,5.11079275765275
-117.71489265714285,-117.7149387,34.10439747142858,34.1043973,residential,False,18,5.110792759233096
-117.7142941,-117.71429377333334,34.1043997,34.1043529,service,False,19,5.208966205778934
-117.71429377333334,-117.71429344666667,34.1043529,34.1043061,service,False,19,5.208966205778934
-117.71429344666667,-117.71429312000001,34.1043061,34.1042593,service,False,19,5.208966205778934
-117.71429312000001,-117.71429279333333,34.1042593,34.1042125,service,False,19,5.208966205789914
-117.71429279333333,-117.71429246666666,34.1042125,34.1041657,service,False,19,5.208966205778934
-117.71429246666666,-117.71429214,34.1041657,34.1041189,service,False,19,5.208966205778934
-117.71429214,-117.71429181333333,34.1041189,34.1040721,service,False,19,5.208966205778934
-117.71429181333333,-117.71429148666667,34.1040721,34.104025299999996,service,False,19,5.208966206569748
-117.71429148666667,-117.71429116,34.104025299999996,34.1039785,service,False,19,5.208966205778934
-117.71429116,-117.71429083333334,34.1039785,34.1039317,service,False,19,5.208966205778934
-117.71429083333334,-117.71429050666667,34.1039317,34.1038849,service,False,19,5.208966205778934
-117.71429050666667,-117.71429017999999,34.1038849,34.1038381,service,False,19,5.208966205789914
-117.71429017999999,-117.71428985333333,34.1038381,34.1037913,service,False,19,5.208966205778934
-117.71428985333333,-117.71428952666666,34.1037913,34.1037445,service,False,19,5.208966205778934
-117.71428952666666,-117.7142892,34.1037445,34.1036977,service,False,19,5.208966205778934
-117.7142941,-117.71429332272727,34.1043997,34.10444476818182,service,False,20,5.016830570894176
-117.71429332272727,-117.71429254545455,34.10444476818182,34.10448983636364,service,False,20,5.016830570867048
-117.71429254545455,-117.71429176818182,34.10448983636364,34.10453490454545,service,False,20,5.016830570103459
-117.71429176818182,-117.71429099090909,34.10453490454545,34.10457997272727,service,False,20,5.016830570894176
-117.71429099090909,-117.71429021363636,34.10457997272727,34.10462504090909,service,False,20,5.016830570894176
-117.71429021363636,-117.71428943636364,34.10462504090909,34.10467010909091,service,False,20,5.016830570867048
-117.71428943636364,-117.71428865909091,34.10467010909091,34.10471517727273,service,False,20,5.016830570894176
-117.71428865909091,-117.71428788181818,34.10471517727273,34.10476024545455,service,False,20,5.016830570894176
-117.71428788181818,-117.71428710454545,34.10476024545455,34.10480531363636,service,False,20,5.016830570103459
-117.71428710454545,-117.71428632727273,34.10480531363636,34.10485038181818,service,False,20,5.016830570867048
-117.71428632727273,-117.71428555,34.10485038181818,34.10489545,service,False,20,5.016830570894176
-117.71428555,-117.71428477272727,34.10489545,34.10494051818182,service,False,20,5.016830570894176
-117.71428477272727,-117.71428399545455,34.10494051818182,34.10498558636364,service,False,20,5.016830570867048
-117.71428399545455,-117.71428321818182,34.10498558636364,34.10503065454545,service,False,20,5.016830570103459
-117.71428321818182,-117.71428244090909,34.10503065454545,34.10507572272727,service,False,20,5.016830570894176
-117.71428244090909,-117.71428166363636,34.10507572272727,34.10512079090909,service,False,20,5.016830570894176
-117.71428166363636,-117.71428088636364,34.10512079090909,34.10516585909091,service,False,20,5.016830570867048
-117.71428088636364,-117.71428010909091,34.10516585909091,34.10521092727273,service,False,20,5.016830570894176
-117.71428010909091,-117.71427933181818,34.10521092727273,34.10525599545455,service,False,20,5.016830570894176
-117.71427933181818,-117.71427855454544,34.10525599545455,34.10530106363636,service,False,20,5.016830570103459
-117.71427855454544,-117.71427777727273,34.10530106363636,34.10534613181818,service,False,20,5.016830570867048
-117.71427777727273,-117.714277,34.10534613181818,34.1053912,service,False,20,5.016830570894176
