y,x,elevation
-117.703988,34.1007989,379.5201110839844
-117.7039918,34.1065938,401.5113220214844
-117.7040017,34.1057618,398.2796630859375
-117.7040032,34.1065973,401.4881896972656
-117.7040053,34.1045369,394.72216796875
-117.70400846,34.10421944,394.826416015625
-117.7040138,34.0995625125,375.5168762207031
-117.70401391428571,34.0989991,374.248046875
-117.7040179,34.1065926,401.5381469726562
-117.7040222625,34.10259464375,386.581298828125
-117.7040254,34.1047745,397.1317749023438
-117.7040279,34.1065828,401.5267028808594
-117.7040288,34.1065639,401.4024353027344
-117.704029,34.1027646,387.3776550292969
-117.704029075,34.1034752125,389.8402099609375
-117.70403027500001,34.10251429375,386.4796142578125
-117.70403372,34.1047241,396.5320129394531
-117.70403384117647,34.10079993529412,379.5044555664062
-117.70403424285715,34.10562285714286,398.1575622558594
-117.7040363,34.1054518,399.1592407226562
-117.70404137999999,34.105404459999995,399.3424377441406
-117.70404204,34.1046737,395.1941223144531
-117.7040421,34.1065592,401.3726806640625
-117.70404265,34.105731250000005,398.0047912597656
-117.70404646,34.10535712,399.3711547851562
-117.70405036,34.1046233,394.1246643066406
-117.70405154,34.10530978,399.1651916503906
-117.70405613999999,34.10421976,394.8497314453125
-117.70405662,34.105262440000004,399.0711669921875
-117.70405868,34.1045729,393.9836730957031
-117.7040588095238,34.099011266666665,374.300537109375
-117.7040607,34.09956335,375.5131225585938
-117.7040617,34.1052151,398.81787109375
-117.7040625,34.1065596,401.2709350585938
-117.704067,34.1045225,394.5204467773438
-117.7040677,34.10259535,386.61083984375
-117.7040702,34.1054966,398.9398803710938
-117.7040707,34.1051544,398.8678283691406
-117.7040731,34.10278045,387.4426879882812
-117.70407336666668,34.104780444444444,395.6933898925781
-117.704076,34.102515249999996,386.4623718261719
-117.7040761,34.103474,389.8638000488281
-117.7040781,34.1065482,401.1631469726562
-117.70407968235294,34.10080097058824,379.4896240234375
-117.704082,34.1055162,398.453369140625
-117.7040836,34.1057007,397.6473388671875
-117.7040837,34.1056225,398.0047302246094
-117.7040839,34.10447962,394.5949401855469
-117.7040909,34.1065325,401.0975952148438
-117.7040921,34.1055349,397.9059143066406
-117.7040944,34.1056021,398.0242004394531
-117.7040995,34.1055554,397.6534118652344
-117.7041,34.1064964,401.0461730957031
-117.70410079999999,34.10443674,394.2636413574219
-117.7041012,34.1055751,397.8871765136719
-117.7041037047619,34.099023433333336,374.3428039550781
-117.70410382,34.104220080000005,394.85986328125
-117.7041076,34.09956418749999,375.4978942871094
-117.7041099,34.1064799,400.8610534667969
-117.7041099,34.106516,401.1471862792969
-117.70411016666667,34.1051099,398.5527038574219
-117.7041124,34.10566405,397.6813049316406
-117.7041131375,34.10259605625,386.6206970214844
-117.7041172,34.1027963,387.5471801757812
-117.7041177,34.10439386,394.0697631835938
-117.70411793571428,34.10284201428571,387.6974487304688
-117.70411867142857,34.10288772857143,387.8077087402344
-117.70411940714285,34.10293344285714,387.9598083496094
-117.70412014285714,34.102979157142855,388.1726989746094
-117.70412087857143,34.10302487142857,388.31494140625
-117.70412133333333,34.10478638888889,394.6498413085938
-117.70412161428571,34.103070585714285,388.507080078125
-117.704121725,34.10251620625,386.4512634277344
-117.70412235,34.103116299999996,388.6550903320312
-117.70412308571429,34.103162014285715,388.8161315917969
-117.70412382142857,34.10320772857143,388.9831848144531
-117.70412455714286,34.103253442857145,389.1459045410156
-117.70412529285714,34.10329915714286,389.276611328125
-117.70412552352941,34.10080200588235,379.4824523925781
-117.704126,34.1064748,400.8128356933594
-117.70412602857142,34.10334487142857,389.3995361328125
-117.70412676428572,34.10339058571429,389.5724182128906
-117.7041275,34.1034363,389.6994018554688
-117.7041281,34.1065131,401.2226257324219
-117.70413459999999,34.10435098,393.2367248535156
-117.7041412,34.1056274,397.7682495117188
-117.704145,34.1056221,397.7779846191406
-117.704147,34.1065123,401.341064453125
-117.7041486,34.0990356,374.3836975097656
-117.70414963333333,34.1050654,397.9098510742188
-117.7041497,34.106483,400.9176635742188
-117.7041515,34.1042204,394.5585327148438
-117.7041515,34.1043081,392.9933471679688
-117.7041545,34.099565025,375.4709167480469
-117.70415857500001,34.1025967625,386.6567077636719
-117.7041611,34.1064988,401.2012023925781
-117.70416745,34.1025171625,386.4639282226562
-117.7041687,34.1065113,401.5556030273438
-117.7041693,34.10479233333333,394.5075378417969
-117.7041706,34.10652,401.7580871582031
-117.70417136470589,34.10080304117647,379.5105895996094
-117.7041868,34.105563,397.77392578125
-117.7041891,34.1050209,397.6828002929688
-117.7041919,34.1065251,401.8699951171875
-117.70419924999999,34.0990701,374.5273132324219
-117.7042014,34.0995658625,375.46044921875
-117.7042040125,34.10259746875,386.6529235839844
-117.70420508,34.10422062,392.8153686523438
-117.704211,34.105432,398.5430908203125
-117.704211,34.1055008,397.3719177246094
-117.704213175,34.10251811875,386.4695434570312
-117.70421365,34.10538535,398.569580078125
-117.7042163,34.1053387,397.8107299804688
-117.70421720588234,34.10080407647059,379.5094909667969
-117.70421726666667,34.104798277777775,394.3699035644531
-117.7042228,34.1065333,401.7613830566406
-117.7042351,34.1052899,398.0612182617188
-117.7042431,34.105021125,397.4421691894531
-117.7042483,34.0995667,375.4700317382812
-117.70424945,34.102598175,386.6603088378906
-117.7042499,34.0991046,374.5116882324219
-117.7042504,34.099517899999995,375.2799682617188
-117.7042525,34.0994691,375.3119506835938
-117.7042546,34.0994203,375.0903625488281
-117.70425645,34.099164849999994,374.595703125
-117.7042567,34.0993715,374.9234008789062
-117.70425866,34.10422084,391.7378845214844
-117.7042588,34.099322699999995,374.8457641601562
-117.7042589,34.102519075,386.4796142578125
-117.70425968333333,34.10525176666667,397.8164672851562
-117.7042609,34.0992739,374.7619934082031
-117.704263,34.0992251,374.6996765136719
-117.70426304705882,34.10080511176471,379.5007629394531
-117.70426523333333,34.10480422222222,394.5758056640625
-117.704274,34.1065384,401.4412536621094
-117.70428426666668,34.105213633333335,397.7587585449219
-117.70429334864865,34.0995675027027,375.4378967285156
-117.7042948875,34.10259888125,386.71923828125
-117.70429709999999,34.10502135,396.2133178710938
-117.70430462499999,34.102520031249995,386.4877319335938
-117.70430885,34.1051755,396.9278869628906
-117.70430888823529,34.100806147058826,379.48876953125
-117.70431224000001,34.10422106,391.7252502441406
-117.7043132,34.10481016666667,394.6172180175781
-117.70433343333333,34.10513736666667,396.0927734375
-117.7043383972973,34.099568305405406,375.4195251464844
-117.704340325,34.1025995875,386.6231994628906
-117.704348,34.1065455,401.6637268066406
-117.70435035,34.1025209875,386.4792175292969
-117.7043511,34.105021575,395.38232421875
-117.70435472941176,34.100807182352945,379.5103759765625
-117.70435801666667,34.105099233333334,395.6704711914062
-117.70436116666667,34.104816111111106,394.3737182617188
-117.70436582,34.104221280000004,391.7660522460938
-117.7043826,34.1050611,395.3154602050781
-117.70438344594595,34.099569108108106,375.3922729492188
-117.7043857625,34.10260029375,386.7084655761719
-117.704396075,34.10252194375,386.5609741210938
-117.70440057058823,34.10080821764706,379.5052185058594
-117.7044051,34.1050218,394.5863342285156
-117.70440913333333,34.10482205555555,393.6701049804688
-117.7044176,34.1039998,390.7984924316406
-117.70441804482759,34.10395409655172,390.6408081054688
-117.70441805,34.104055224999996,391.0015563964844
-117.70441848965517,34.103908393103445,390.5160217285156
-117.7044185,34.104110649999996,391.1941528320312
-117.70441893448276,34.103862689655166,390.3001098632812
-117.70441895,34.104166075,391.3661193847656
-117.70441937931034,34.103816986206894,390.1784057617188
-117.7044194,34.1042215,391.5781555175781
-117.70441980000001,34.10426941111111,391.6996765136719
-117.70441982413793,34.103771282758615,390.0584106445312
-117.7044202,34.10431732222222,391.7581176757812
-117.70442026896552,34.10372557931034,389.9199523925781
-117.7044206,34.10436523333333,391.9662170410156
-117.7044207137931,34.10367987586206,389.7789306640625
-117.70442100000001,34.10441314444444,392.11474609375
-117.70442115862069,34.10363417241379,389.5906982421875
-117.7044214,34.10446105555556,392.2712097167969
-117.70442160344828,34.10358846896551,389.4651184082031
-117.7044218,34.10450896666667,392.4762268066406
-117.70442204827586,34.10354276551724,389.2868347167969
-117.70442220000001,34.10455687777778,392.6759643554688
-117.70442249310345,34.10349706206896,389.12451171875
-117.7044226,34.10460478888889,392.804443359375
-117.70442293793103,34.10345135862069,388.9862976074219
-117.704423,34.1046527,392.9357604980469
-117.70442338275862,34.10340565517241,388.8035278320312
-117.70442382758621,34.10335995172414,388.67578125
-117.70442427241379,34.10331424827586,388.5361938476562
-117.70442471724138,34.103268544827586,388.3834533691406
-117.70442516206897,34.103222841379306,388.2245788574219
-117.70442560689655,34.103177137931034,388.0844421386719
-117.70442605172414,34.103131434482755,387.9376525878906
-117.70442649655172,34.10308573103448,387.7805480957031
-117.70442694137931,34.103040027586204,387.6019592285156
-117.7044273862069,34.10299432413793,387.478515625
-117.70442783103448,34.10294862068965,387.3493957519531
-117.70442827586207,34.10290291724138,387.2486572265625
-117.7044284945946,34.09956991081081,375.3472290039062
-117.70442872068966,34.1028572137931,387.1436157226562
-117.70442916551724,34.10281151034483,387.0615539550781
-117.70442961034483,34.10276580689655,387.0174560546875
-117.70443005517241,34.10272010344828,386.8841857910156
-117.7044305,34.1026744,386.7732849121094
-117.7044309,34.1049767,394.1652221679688
-117.7044312,34.102601,386.6998291015625
-117.7044355,34.10469713333333,393.0772094726562
-117.7044387,34.1049434,394.1447143554688
-117.7044418,34.1025229,386.5155334472656
-117.7044464117647,34.100809252941175,379.5101318359375
-117.704448,34.10474156666667,393.2205200195312
-117.7044525,34.1048848,393.8758544921875
-117.7044571,34.104828,393.6136169433594
-117.7044605,34.104786,393.3715209960938
-117.7044708,34.1050582,394.53125
-117.70447354324324,34.09957071351351,375.3253173828125
-117.7044801375,34.102601899999996,386.6748046875
-117.70448809999999,34.10494335,394.2021179199219
-117.704490075,34.10252345,386.4693908691406
-117.70449225294118,34.100810288235294,379.5335693359375
-117.7045013,34.1037819,390.2529602050781
-117.7045027,34.1035331,389.5306701660156
-117.7045047,34.1037158,390.1361694335938
-117.7045057,34.1029905,387.65380859375
-117.7045185918919,34.099571516216216,375.3059997558594
-117.7045218,34.1044674,392.5628662109375
-117.704529075,34.1026028,386.5768737792969
-117.7045375,34.1049433,394.319091796875
-117.70453809411765,34.10081132352941,379.4902954101562
-117.70453835,34.102523999999995,386.3846130371094
-117.7045485,34.1046435,393.0308837890625
-117.7045486,34.1050863,394.9613342285156
-117.7045499,34.1047396,393.5004272460938
-117.7045516,34.103694700000005,390.1517333984375
-117.7045516,34.10378253333334,390.2808837890625
-117.704551925,34.102990587499995,387.7479248046875
-117.7045523,34.1035353,389.7142028808594
-117.7045546,34.1046246,392.9422607421875
-117.7045552,34.1045447,392.7242736816406
-117.7045552,34.1047135,393.4449157714844
-117.7045559,34.1045641,392.8048706054688
-117.7045572,34.1046679,393.2205505371094
-117.7045606,34.1044675,392.4953308105469
-117.7045613,34.1046924,393.3723449707031
-117.7045626,34.104518,392.6800231933594
-117.7045633,34.1045847,392.9048156738281
-117.70456364054054,34.099572318918916,375.3004150390625
-117.7045653,34.1046008,392.9405517578125
-117.7045780125,34.1026037,386.4250183105469
-117.70458393529411,34.10081235882353,379.4943542480469
-117.704586625,34.10252455,386.1410522460938
-117.7045869,34.104943250000005,394.4029846191406
-117.70459425,34.1050942,395.1216735839844
-117.7045948,34.1045258,392.7055358886719
-117.70459815,34.102990675,387.699462890625
-117.7045985,34.1036736,390.0202026367188
-117.7046019,34.103783166666666,390.2563171386719
-117.70460868918919,34.09957312162162,375.2482604980469
-117.7046098,34.1035248,389.8860778808594
-117.70461397999999,34.1044676,392.4613952636719
-117.7046167,34.1036652,389.9526977539062
-117.7046193,34.1035731,389.8697814941406
-117.7046207,34.1036142,389.8756103515625
-117.7046223,34.1045441,392.7317199707031
-117.70462695,34.1026046,386.4204711914062
-117.70462977647058,34.10081339411765,379.5042724609375
-117.704631,34.1047529,393.6160888671875
-117.7046314,34.1035209,389.9212036132812
-117.7046349,34.102525099999994,386.2260437011719
-117.704635,34.1047301,393.5549621582031
-117.70463629999999,34.1049432,394.45361328125
-117.7046399,34.1051021,395.2960510253906
-117.704644375,34.1029907625,387.5835876464844
-117.7046522,34.1037838,390.2268981933594
-117.70465373783784,34.099573924324325,375.2201538085938
-117.7046551,34.1046946,393.37890625
-117.7046579,34.1066526,401.5233764648438
-117.7046598,34.1045541,392.802490234375
-117.704660625,34.10660395,401.3805236816406
-117.70466335,34.1065553,401.540771484375
-117.70466607499999,34.10650665,401.3600769042969
-117.7046663,34.103492,389.8619995117188
