y_start,y_end,x_start,x_end,highway,oneway,edge_index
-117.7058069,-117.7058122,34.1033338,34.1033021,footway,False,333
-117.7058122,-117.7058116,34.1033021,34.1031539,footway,False,333
-117.7125478,-117.7125509,34.1055069,34.1053941,service,False,334
-117.7057948,-117.7057943,34.1034526,34.1033941,footway,False,335
-117.7057948,-117.7057982,34.1034526,34.1034831,footway,False,336
-117.7057982,-117.7058163,34.1034831,34.1035098,footway,False,336
-117.7058163,-117.7058364,34.1035098,34.1035426,footway,False,336
-117.7058364,-117.7058491,34.1035426,34.1035736,footway,False,336
-117.7058491,-117.7058471,34.1035736,34.1036197,footway,False,336
-117.7058471,-117.705833,34.1036197,34.1036592,footway,False,336
-117.7057948,-117.7057479,34.1034526,34.1034121,footway,False,337
-117.7057479,-117.7056982,34.1034121,34.1033926,footway,False,337
-117.7071645,-117.7071615,34.1055588,34.1051532,footway,False,338
-117.7071645,-117.7071558,34.1055588,34.1058332,footway,False,339
-117.7071645,-117.7070158,34.1055588,34.1055416,footway,False,340
-117.7071645,-117.7074012,34.1055588,34.1055634,footway,False,341
-117.7074012,-117.7074471,34.1055634,34.1056678,footway,False,341
-117.7074471,-117.7075101,34.1056678,34.1057153,footway,False,341
-117.7075101,-117.7075932,34.1057153,34.1057224,footway,False,341
-117.7075932,-117.707662,34.1057224,34.1057224,footway,False,341
-117.707662,-117.7076907,34.1057224,34.1057224,footway,False,341
-117.7142892,-117.7142941,34.1036977,34.1043997,service,False,342
-117.7142941,-117.7139111,34.1043997,34.1044011,residential,False,343
-117.7142941,-117.7142892,34.1043997,34.1036977,service,False,344
-117.7142941,-117.714277,34.1043997,34.1053912,service,False,345
-117.705833,-117.7058223,34.1036592,34.1036908,footway,False,346
-117.7058223,-117.705825,34.1036908,34.1037186,footway,False,346
-117.705825,-117.7058464,34.1037186,34.1037485,footway,False,346
-117.7058464,-117.7058806,34.1037485,34.1037721,footway,False,346
-117.705833,-117.7058471,34.1036592,34.1036197,footway,False,347
-117.7058471,-117.7058491,34.1036197,34.1035736,footway,False,347
-117.7058491,-117.7058364,34.1035736,34.1035426,footway,False,347
-117.7058364,-117.7058163,34.1035426,34.1035098,footway,False,347
-117.7058163,-117.7057982,34.1035098,34.1034831,footway,False,347
-117.7057982,-117.7057948,34.1034831,34.1034526,footway,False,347
-117.705833,-117.7057901,34.1036592,34.1036603,footway,False,348
-117.7057901,-117.7057593,34.1036603,34.1036891,footway,False,348
-117.7057593,-117.7057392,34.1036891,34.1037152,footway,False,348
-117.7057392,-117.705709,34.1037152,34.1037341,footway,False,348
-117.705709,-117.7056654,34.1037341,34.1037712,footway,False,348
-117.7119722,-117.7120956,34.1084511,34.1084955,service,False,349
-117.7120956,-117.7121599,34.1084955,34.108571,service,False,349
-117.7121599,-117.7120366,34.108571,34.1086199,service,False,349
-117.7120366,-117.71194,34.1086199,34.1086066,service,False,349
-117.71194,-117.7118113,34.1086066,34.1085444,service,False,349
-117.7118113,-117.7116771,34.1085444,34.108571,service,False,349
-117.7116771,-117.7116074,34.108571,34.1085977,service,False,349
-117.7116074,-117.7115752,34.1085977,34.1086776,service,False,349
-117.7115752,-117.7115752,34.1086776,34.1090418,service,False,349
-117.7115752,-117.7115699,34.1090418,34.1093616,service,False,349
-117.7115699,-117.7115656,34.1093616,34.1102325,service,False,349
-117.7058806,-117.7061696,34.1037721,34.1037732,footway,False,350
-117.7058806,-117.7056654,34.1037721,34.1037712,footway,False,351
-117.7058806,-117.7058464,34.1037721,34.1037485,footway,False,352
-117.7058464,-117.705825,34.1037485,34.1037186,footway,False,352
-117.705825,-117.7058223,34.1037186,34.1036908,footway,False,352
-117.7058223,-117.705833,34.1036908,34.1036592,footway,False,352
-117.7079228,-117.7079293,34.1056821,34.1055488,footway,False,353
-117.7079228,-117.7079314,34.1056821,34.1059377,footway,False,354
-117.7079228,-117.7077222,34.1056821,34.1056821,footway,False,355
-117.7077222,-117.7076907,34.1056821,34.1057224,footway,False,355
-117.7053254,-117.7053279,34.1034737,34.1037699,footway,False,356
-117.7053254,-117.7053185,34.1034737,34.1034061,footway,False,357
-117.7053254,-117.7053824,34.1034737,34.1034257,footway,False,358
-117.7053824,-117.7054609,34.1034257,34.1033888,footway,False,358
-117.7054609,-117.7055226,34.1033888,34.1033893,footway,False,359
-117.7055226,-117.7056091,34.1033893,34.1033921,footway,False,359
-117.7056091,-117.7056982,34.1033921,34.1033926,footway,False,359
-117.7054609,-117.7053824,34.1033888,34.1034257,footway,False,360
-117.7053824,-117.7053254,34.1034257,34.1034737,footway,False,360
-117.7054609,-117.7053797,34.1033888,34.1033726,footway,False,361
-117.7053797,-117.7053361,34.1033726,34.1033565,footway,False,361
-117.7053361,-117.7053107,34.1033565,34.1033288,footway,False,361
-117.7056982,-117.7057941,34.1033926,34.103366,footway,False,362
-117.7056982,-117.7056091,34.1033926,34.1033921,footway,False,363
-117.7056091,-117.7055226,34.1033921,34.1033893,footway,False,363
-117.7055226,-117.7054609,34.1033893,34.1033888,footway,False,363
-117.7056982,-117.7057479,34.1033926,34.1034121,footway,False,364
-117.7057479,-117.7057948,34.1034121,34.1034526,footway,False,364
-117.7053107,-117.7053185,34.1033288,34.1034061,footway,False,365
-117.7053107,-117.7053163,34.1033288,34.10312,footway,False,366
-117.7053107,-117.7053361,34.1033288,34.1033565,footway,False,367
-117.7053361,-117.7053797,34.1033565,34.1033726,footway,False,367
-117.7053797,-117.7054609,34.1033726,34.1033888,footway,False,367
-117.7060134,-117.7059443,34.1029914,34.1029918,footway,False,368
-117.7060134,-117.706069,34.1029914,34.1029911,footway,False,369
-117.7060134,-117.7060127,34.1029914,34.1030201,footway,False,370
-117.7060127,-117.7060181,34.1030201,34.1030356,footway,False,370
-117.7060181,-117.7060295,34.1030356,34.1030501,footway,False,370
-117.7060295,-117.7060583,34.1030501,34.1030678,footway,False,370
-117.7060583,-117.7061012,34.1030678,34.1030834,footway,False,370
-117.7061012,-117.7061415,34.1030834,34.1030978,footway,False,370
-117.7076907,-117.7078482,34.1057224,34.1059223,footway,False,371
-117.7076907,-117.7077222,34.1057224,34.1056821,footway,False,372
-117.7077222,-117.7079228,34.1056821,34.1056821,footway,False,372
-117.7076907,-117.707662,34.1057224,34.1057224,footway,False,373
-117.707662,-117.7075932,34.1057224,34.1057224,footway,False,373
-117.7075932,-117.7075101,34.1057224,34.1057153,footway,False,373
-117.7075101,-117.7074471,34.1057153,34.1056678,footway,False,373
-117.7074471,-117.7074012,34.1056678,34.1055634,footway,False,373
-117.7074012,-117.7071645,34.1055634,34.1055588,footway,False,373
-117.7078482,-117.7079314,34.1059223,34.1059377,footway,False,374
-117.7078482,-117.7076907,34.1059223,34.1057224,footway,False,375
-117.7078482,-117.707689,34.1059223,34.1059203,footway,False,376
-117.707689,-117.707156,34.1059203,34.1059136,footway,False,376
-117.7079314,-117.7078482,34.1059377,34.1059223,footway,False,377
-117.7079314,-117.7079228,34.1059377,34.1056821,footway,False,378
-117.7079314,-117.7081113,34.1059377,34.1059399,footway,False,379
-117.7081113,-117.7083643,34.1059399,34.1059431,footway,False,379
-117.7061415,-117.7061321,34.1030978,34.1031167,footway,False,380
-117.7061321,-117.7061247,34.1031167,34.1031461,footway,False,380
-117.7061415,-117.7061012,34.1030978,34.1030834,footway,False,381
-117.7061012,-117.7060583,34.1030834,34.1030678,footway,False,381
-117.7060583,-117.7060295,34.1030678,34.1030501,footway,False,381
-117.7060295,-117.7060181,34.1030501,34.1030356,footway,False,381
-117.7060181,-117.7060127,34.1030356,34.1030201,footway,False,381
-117.7060127,-117.7060134,34.1030201,34.1029914,footway,False,381
-117.7061415,-117.7061629,34.1030978,34.1030712,footway,False,382
-117.7061629,-117.7061723,34.1030712,34.1030495,footway,False,382
-117.7061723,-117.7061824,34.1030495,34.1030267,footway,False,382
-117.7061824,-117.7062012,34.1030267,34.1029903,footway,False,382
-117.7083643,-117.7085851,34.1059431,34.1059448,footway,False,383
-117.7083643,-117.7081113,34.1059431,34.1059399,footway,False,384
-117.7081113,-117.7079314,34.1059399,34.1059377,footway,False,384
-117.7083643,-117.7083643,34.1059431,34.105956,footway,False,385
-117.7083643,-117.708364,34.105956,34.1061618,footway,False,385
-117.7061247,-117.7061321,34.1031461,34.1031167,footway,False,386
-117.7061321,-117.7061415,34.1031167,34.1030978,footway,False,386
-117.7085851,-117.7083643,34.1059448,34.1059431,footway,False,387
-117.7085851,-117.7088008,34.1059448,34.1059475,footway,False,388
-117.7085851,-117.7085922,34.1059448,34.1055576,footway,False,389
-117.7085851,-117.7085847,34.1059448,34.1061645,footway,False,390
-117.7088008,-117.7085851,34.1059475,34.1059448,footway,False,391
-117.7088008,-117.7090525,34.1059475,34.1059483,footway,False,392
-117.7088008,-117.7087938,34.1059475,34.1061671,footway,False,393
-117.7101091,-117.7101084,34.1038132,34.1038846,footway,False,394
-117.7101091,-117.7105098,34.1038132,34.1038156,footway,False,395
-117.7101091,-117.7101099,34.1038132,34.1037291,footway,False,396
-117.7101099,-117.7102925,34.1037291,34.103728,footway,False,396
-117.7102925,-117.7102952,34.103728,34.1034633,footway,False,396
-117.7102952,-117.7104008,34.1034633,34.1034622,footway,False,396
-117.7104008,-117.7104069,34.1034622,34.1033114,footway,False,396
-117.7062012,-117.706069,34.1029903,34.1029911,footway,False,397
-117.7062012,-117.7064675,34.1029903,34.1029888,footway,False,398
-117.7062012,-117.7061824,34.1029903,34.1030267,footway,False,399
-117.7061824,-117.7061723,34.1030267,34.1030495,footway,False,399
-117.7061723,-117.7061629,34.1030495,34.1030712,footway,False,399
-117.7061629,-117.7061415,34.1030712,34.1030978,footway,False,399
-117.7059397,-117.7059423,34.1025672,34.1028116,footway,False,400
-117.7059397,-117.7060001,34.1025672,34.1025806,unclassified,True,401
-117.7060001,-117.7062174,34.1025806,34.1026561,unclassified,True,401
-117.7062174,-117.7063032,34.1026561,34.1026783,unclassified,True,401
-117.7063032,-117.7064025,34.1026783,34.1026939,unclassified,True,401
-117.7064025,-117.7069979,34.1026939,34.1026939,unclassified,True,401
-117.7069979,-117.7070998,34.1026939,34.102645,unclassified,True,401
-117.7090525,-117.7088008,34.1059483,34.1059475,footway,False,402
-117.7090525,-117.7091626,34.1059483,34.1059489,footway,False,403
-117.7090525,-117.7090477,34.1059483,34.1061703,footway,False,404
-117.7091626,-117.7090525,34.1059489,34.1059483,footway,False,405
-117.7091626,-117.7091763,34.1059489,34.1059485,footway,False,406
-117.7091626,-117.709157,34.1059489,34.1061716,footway,False,407
-117.709414,-117.7091763,34.1059417,34.1059485,footway,False,408
-117.709414,-117.7098177,34.1059417,34.1059521,footway,False,409
-117.709414,-117.7097223,34.1059417,34.1061906,footway,False,410
-117.7053185,-117.7053254,34.1034061,34.1034737,footway,False,411
-117.7053185,-117.7053107,34.1034061,34.1033288,footway,False,412
-117.7053185,-117.7052154,34.1034061,34.1034271,footway,False,413
-117.7052154,-117.7051001,34.1034271,34.1034471,footway,False,413
-117.7051001,-117.7049995,34.1034471,34.1034548,footway,False,413
-117.7098177,-117.709414,34.1059521,34.1059417,footway,False,414
-117.7098177,-117.7102209,34.1059521,34.1059562,footway,False,415
-117.7098177,-117.7098082,34.1059521,34.1061941,footway,False,416
-117.7049995,-117.7049848,34.1034548,34.103487,footway,False,417
-117.7049848,-117.7049405,34.103487,34.103527,footway,False,417
-117.7049405,-117.7048735,34.103527,34.1035625,footway,False,417
-117.7049995,-117.7051001,34.1034548,34.1034471,footway,False,418
-117.7051001,-117.7052154,34.1034471,34.1034271,footway,False,418
-117.7052154,-117.7053185,34.1034271,34.1034061,footway,False,418
-117.7049995,-117.7049439,34.1034548,34.1034287,footway,False,419
-117.7049439,-117.7048661,34.1034287,34.103401,footway,False,419
-117.7048661,-117.7048218,34.103401,34.1033688,footway,False,419
-117.7102209,-117.7098177,34.1059562,34.1059521,footway,False,420
-117.7102209,-117.7103494,34.1059562,34.1059568,footway,False,421
-117.7102209,-117.7099188,34.1059562,34.1061923,footway,False,422
-117.7048735,-117.704785,34.1035625,34.103587,footway,False,423
-117.704785,-117.7047425,34.103587,34.1036038,footway,False,423
-117.7048735,-117.7049405,34.1035625,34.103527,footway,False,424
-117.7049405,-117.7049848,34.103527,34.103487,footway,False,424
-117.7049848,-117.7049995,34.103487,34.1034548,footway,False,424
-117.7048735,-117.7048755,34.1035625,34.1036492,footway,False,425
-117.7048755,-117.7048721,34.1036492,34.1036997,footway,False,425
-117.7048721,-117.7048674,34.1036997,34.1037869,footway,False,425
-117.708364,-117.7083847,34.1061618,34.1061621,footway,False,426
-117.7083847,-117.7085154,34.1061621,34.1061636,footway,False,426
-117.708364,-117.7082525,34.1061618,34.1061604,footway,False,427
-117.7082525,-117.7081328,34.1061604,34.1061593,footway,False,427
-117.7081328,-117.7081082,34.1061593,34.1061591,footway,False,427
-117.7081082,-117.7079307,34.1061591,34.1061574,footway,False,427
-117.708364,-117.7083643,34.1061618,34.105956,footway,False,428
-117.7083643,-117.7083643,34.105956,34.1059431,footway,False,428
-117.7085847,-117.7085851,34.1061645,34.1059448,footway,False,429
-117.7085847,-117.7086066,34.1061645,34.1061648,footway,False,430
-117.7086066,-117.7086521,34.1061648,34.1061654,footway,False,430
-117.7085847,-117.7085626,34.1061645,34.1061642,footway,False,431
-117.7085626,-117.7085154,34.1061642,34.1061636,footway,False,431
-117.7045047,-117.7045985,34.1037158,34.1036736,footway,False,432
-117.7045985,-117.7046167,34.1036736,34.1036652,footway,False,432
-117.7087938,-117.7088008,34.1061671,34.1059475,footway,False,433
-117.7087938,-117.7088107,34.1061671,34.1061673,footway,False,434
-117.7088107,-117.709034,34.1061673,34.1061701,footway,False,434
-117.709034,-117.7090477,34.1061701,34.1061703,footway,False,434
-117.7087938,-117.708786,34.1061671,34.106167,footway,False,435
-117.708786,-117.7086521,34.106167,34.1061654,footway,False,435
-117.7053275,-117.7053279,34.1037919,34.1037699,footway,False,436
-117.7053275,-117.7053236,34.1037919,34.1040342,footway,False,437
-117.7053275,-117.7050203,34.1037919,34.1037896,footway,False,438
-117.7050203,-117.7048674,34.1037896,34.1037869,footway,False,438
-117.7090477,-117.709157,34.1061703,34.1061716,footway,False,439
-117.7090477,-117.7090525,34.1061703,34.1059483,footway,False,440
-117.7090477,-117.709034,34.1061703,34.1061701,footway,False,441
-117.709034,-117.7088107,34.1061701,34.1061673,footway,False,441
-117.7088107,-117.7087938,34.1061673,34.1061671,footway,False,441
-117.7045013,-117.7048031,34.1037819,34.1037857,footway,False,442
-117.7048031,-117.7048674,34.1037857,34.1037869,footway,False,442
-117.7128049,-117.7127994,34.110425,34.1095731,service,False,443
-117.7128049,-117.7132435,34.110425,34.1104454,service,False,444
-117.7132435,-117.7135091,34.1104454,34.1104121,service,False,444
-117.7135091,-117.7136727,34.1104121,34.1104942,service,False,444
-117.7136727,-117.7136745,34.1104942,34.1105775,service,False,444
-117.7136745,-117.7136781,34.1105775,34.1107385,service,False,444
-117.7136781,-117.7136459,34.1107385,34.1109206,service,False,444
-117.7136459,-117.7136083,34.1109206,34.1110583,service,False,444
-117.7136083,-117.7135279,34.1110583,34.1112049,service,False,444
-117.7135279,-117.713501,34.1112049,34.1113292,service,False,444
-117.713501,-117.7133938,34.1113292,34.1113692,service,False,444
-117.7133938,-117.7132382,34.1113692,34.1114225,service,False,444
-117.7132382,-117.7133213,34.1114225,34.1116113,service,False,444
-117.7133213,-117.7134045,34.1116113,34.1117512,service,False,444
-117.7134045,-117.7133294,34.1117512,34.1118622,service,False,444
-117.7133294,-117.7130773,34.1118622,34.1119111,service,False,444
-117.7130773,-117.7129861,34.1119111,34.1119999,service,False,444
-117.7129861,-117.7127769,34.1119999,34.1120887,service,False,444
-117.7127769,-117.7126481,34.1120887,34.1121687,service,False,444
-117.7126481,-117.7124872,34.1121687,34.1122086,service,False,444
-117.7124872,-117.7123048,34.1122086,34.1122708,service,False,444
-117.7123048,-117.7121143,34.1122708,34.1124951,service,False,444
-117.7121143,-117.711932,34.1124951,34.1124862,service,False,444
-117.711932,-117.7117898,34.1124862,34.1124529,service,False,444
-117.7117898,-117.7117158,34.1124529,34.1122633,service,False,444
-117.7117158,-117.7116971,34.1122633,34.1122144,service,False,444
-117.7116971,-117.7116702,34.1122144,34.1121611,service,False,444
-117.7116702,-117.7116235,34.1121611,34.1120976,service,False,444
-117.7116235,-117.711586,34.1120976,34.1119377,service,False,444
-117.711586,-117.7116074,34.1119377,34.1117378,service,False,444
-117.7116074,-117.7115806,34.1117378,34.1115069,service,False,444
-117.7115806,-117.7115645,34.1115069,34.1113426,service,False,444
-117.7115645,-117.7115645,34.1113426,34.1111649,service,False,444
-117.7115645,-117.7116235,34.1111649,34.1110405,service,False,444
-117.7116235,-117.7116369,34.1110405,34.1108917,service,False,444
-117.7116369,-117.7115913,34.1108917,34.1107341,service,False,444
-117.7115913,-117.7115656,34.1107341,34.1102325,service,False,444
-117.7128049,-117.7123423,34.110425,34.1104143,service,False,445
-117.7123423,-117.7116423,34.1104143,34.1102655,service,False,445
-117.7116423,-117.7115656,34.1102655,34.1102325,service,False,445
-117.709157,-117.709182,34.1061716,34.1061719,footway,False,446
-117.709157,-117.7090477,34.1061716,34.1061703,footway,False,447
-117.709157,-117.7091626,34.1061716,34.1059489,footway,False,448
-117.7097223,-117.7098082,34.1061906,34.1061941,footway,False,449
-117.7097223,-117.709414,34.1061906,34.1059417,footway,False,450
-117.7097223,-117.7096685,34.1061906,34.106178,footway,False,451
-117.7096685,-117.709182,34.106178,34.1061719,footway,False,451
-117.7047471,-117.7047533,34.1051315,34.105132,footway,False,452
-117.7047533,-117.7048085,34.105132,34.1051399,footway,False,452
-117.7048085,-117.7048621,34.1051399,34.1051446,footway,False,452
-117.7048621,-117.7049371,34.1051446,34.105147,footway,False,452
-117.7047471,-117.7047256,34.1051315,34.1051297,footway,False,453
-117.7047256,-117.7046399,34.1051297,34.1051021,footway,False,453
-117.7046399,-117.7045486,34.1051021,34.1050863,footway,False,453
-117.7045486,-117.7044708,34.1050863,34.1050582,footway,False,453
-117.7044708,-117.7044051,34.1050582,34.1050218,footway,False,453
-117.7047471,-117.7047385,34.1051315,34.1051094,footway,False,454
-117.7047385,-117.7047278,34.1051094,34.1050888,footway,False,454
-117.7047278,-117.7047177,34.1050888,34.1050666,footway,False,454
-117.7047177,-117.7047143,34.1050666,34.1050433,footway,False,454
-117.7047143,-117.7047211,34.1050433,34.1050283,footway,False,454
-117.7047211,-117.7047351,34.1050283,34.1050016,footway,False,454
-117.7047351,-117.7047351,34.1050016,34.1049783,footway,False,454
-117.7047351,-117.7047351,34.1049783,34.1049431,footway,False,454
-117.7098082,-117.7099188,34.1061941,34.1061923,footway,False,455
-117.7098082,-117.7097223,34.1061941,34.1061906,footway,False,456
-117.7098082,-117.7098177,34.1061941,34.1059521,footway,False,457
-117.7127994,-117.7128049,34.1095731,34.110425,service,False,458
-117.7099188,-117.7098082,34.1061923,34.1061941,footway,False,459
-117.7099188,-117.7102209,34.1061923,34.1059562,footway,False,460
-117.7099188,-117.7101678,34.1061923,34.106197,footway,False,461
-117.7101678,-117.7101792,34.106197,34.1061972,footway,False,461
-117.7048674,-117.7048031,34.1037869,34.1037857,footway,False,462
-117.7048031,-117.7045013,34.1037857,34.1037819,footway,False,462
-117.7048674,-117.7050203,34.1037869,34.1037896,footway,False,463
-117.7050203,-117.7053275,34.1037896,34.1037919,footway,False,463
-117.7048674,-117.7048721,34.1037869,34.1036997,footway,False,464
-117.7048721,-117.7048755,34.1036997,34.1036492,footway,False,464
-117.7048755,-117.7048735,34.1036492,34.1035625,footway,False,464
-117.7048218,-117.7048057,34.1033688,34.1033299,footway,False,465
-117.7048057,-117.7048151,34.1033299,34.1032744,footway,False,465
-117.7048151,-117.7048326,34.1032744,34.10322,footway,False,465
-117.7048326,-117.7048527,34.10322,34.1031667,footway,False,465
-117.7048527,-117.7048634,34.1031667,34.1031111,footway,False,465
-117.7048634,-117.7048741,34.1031111,34.1030623,footway,False,465
-117.7048741,-117.7048755,34.1030623,34.1029912,footway,False,465
-117.7048218,-117.7048661,34.1033688,34.103401,footway,False,466
-117.7048661,-117.7049439,34.103401,34.1034287,footway,False,466
-117.7049439,-117.7049995,34.1034287,34.1034548,footway,False,466
-117.7048218,-117.7047414,34.1033688,34.1034298,footway,False,467
-117.7047414,-117.7046837,34.1034298,34.1034776,footway,False,467
-117.7046837,-117.7046663,34.1034776,34.103492,footway,False,467
-117.7048755,-117.7050964,34.1029912,34.1029912,footway,False,468
-117.7048755,-117.7045057,34.1029912,34.1029905,footway,False,469
-117.7048755,-117.7048741,34.1029912,34.1030623,footway,False,470
-117.7048741,-117.7048634,34.1030623,34.1031111,footway,False,470
-117.7048634,-117.7048527,34.1031111,34.1031667,footway,False,470
-117.7048527,-117.7048326,34.1031667,34.10322,footway,False,470
-117.7048326,-117.7048151,34.10322,34.1032744,footway,False,470
-117.7048151,-117.7048057,34.1032744,34.1033299,footway,False,470
-117.7048057,-117.7048218,34.1033299,34.1033688,footway,False,470
-117.7131779,-117.7131808,34.1071465,34.1069714,residential,False,471
-117.7049625,-117.7053194,34.1049429,34.1049426,footway,False,472
-117.7049625,-117.7049134,34.1049429,34.1049429,footway,False,473
-117.7049625,-117.704964,34.1049429,34.1048276,footway,False,474
-117.7053163,-117.7053107,34.10312,34.1033288,footway,False,475
-117.7053163,-117.7053167,34.10312,34.1031045,footway,False,476
-117.7053167,-117.7053435,34.1031045,34.1030439,footway,False,476
-117.7053435,-117.7052468,34.1030439,34.1030418,footway,False,476
-117.7053163,-117.7052859,34.10312,34.1031067,footway,False,477
-117.7052859,-117.7052617,34.1031067,34.1030923,footway,False,477
-117.7052617,-117.7052483,34.1030923,34.1030545,footway,False,477
-117.7052483,-117.7052468,34.1030545,34.1030418,footway,False,477
-117.7045027,-117.7045523,34.1035331,34.1035353,footway,False,478
-117.7045523,-117.7046098,34.1035353,34.1035248,footway,False,478
-117.7046167,-117.7045985,34.1036652,34.1036736,footway,False,479
-117.7045985,-117.7045047,34.1036736,34.1037158,footway,False,479
-117.7046167,-117.7046683,34.1036652,34.1036414,footway,False,480
-117.7046683,-117.7047259,34.1036414,34.1036103,footway,False,480
-117.7047259,-117.7047425,34.1036103,34.1036038,footway,False,480
-117.7046167,-117.7046207,34.1036652,34.1036142,footway,False,481
-117.7046207,-117.7046193,34.1036142,34.1035731,footway,False,481
-117.7046193,-117.7046098,34.1035731,34.1035248,footway,False,481
-117.7046098,-117.7045523,34.1035248,34.1035353,footway,False,482
-117.7045523,-117.7045027,34.1035353,34.1035331,footway,False,482
-117.7046098,-117.7046314,34.1035248,34.1035209,footway,False,483
-117.7046314,-117.7046663,34.1035209,34.103492,footway,False,483
-117.7046098,-117.7046193,34.1035248,34.1035731,footway,False,484
-117.7046193,-117.7046207,34.1035731,34.1036142,footway,False,484
-117.7046207,-117.7046167,34.1036142,34.1036652,footway,False,484
-117.7047425,-117.7047259,34.1036038,34.1036103,footway,False,485
-117.7047259,-117.7046683,34.1036103,34.1036414,footway,False,485
-117.7046683,-117.7046167,34.1036414,34.1036652,footway,False,485
-117.7047425,-117.704785,34.1036038,34.103587,footway,False,486
-117.704785,-117.7048735,34.103587,34.1035625,footway,False,486
-117.7047425,-117.7047092,34.1036038,34.1035709,footway,False,487
-117.7047092,-117.7046824,34.1035709,34.1035353,footway,False,487
-117.7046824,-117.7046663,34.1035353,34.103492,footway,False,487
-117.7046663,-117.7046314,34.103492,34.1035209,footway,False,488
-117.7046314,-117.7046098,34.1035209,34.1035248,footway,False,488
-117.7046663,-117.7046837,34.103492,34.1034776,footway,False,489
-117.7046837,-117.7047414,34.1034776,34.1034298,footway,False,489
-117.7047414,-117.7048218,34.1034298,34.1033688,footway,False,489
-117.7046663,-117.7046824,34.103492,34.1035353,footway,False,490
-117.7046824,-117.7047092,34.1035353,34.1035709,footway,False,490
-117.7047092,-117.7047425,34.1035709,34.1036038,footway,False,490
-117.7110018,-117.7110651,34.1066464,34.1066563,footway,False,491
-117.7110651,-117.7111258,34.1066563,34.1066563,footway,False,491
-117.7111258,-117.7111851,34.1066563,34.1066563,footway,False,491
-117.7111851,-117.7112498,34.1066563,34.1066453,footway,False,491
-117.7112498,-117.7112933,34.1066453,34.106629,footway,False,491
-117.7112933,-117.7113922,34.106629,34.1066193,footway,False,491
-117.7071615,-117.7071645,34.1051532,34.1055588,footway,False,492
-117.7071615,-117.7067529,34.1051532,34.1051464,footway,False,493
-117.7071615,-117.7071591,34.1051532,34.1049584,"['residential', 'footway']",False,494
-117.7071591,-117.7071571,34.1049584,34.104821,"['residential', 'footway']",False,494
-117.7124225,-117.7125747,34.1062503,34.1062522,footway,False,495
-117.7124225,-117.7116712,34.1062503,34.1062407,footway,False,496
-117.7124225,-117.7124172,34.1062503,34.1065318,footway,False,497
-117.7124172,-117.7124225,34.1065318,34.1062503,footway,False,498
-117.7095578,-117.7095994,34.0984703,34.098347,service,False,499
-117.7095994,-117.7096879,34.098347,34.0982249,service,False,499
-117.7096879,-117.7099306,34.0982249,34.097975,service,False,499
-117.7099306,-117.7102471,34.097975,34.0977085,service,False,499
-117.7102471,-117.7103303,34.0977085,34.0976529,service,False,499
-117.7103303,-117.7104697,34.0976529,34.0976218,service,False,499
-117.7104697,-117.7110142,34.0976218,34.0976218,service,False,499
-117.7110142,-117.711203,34.0976218,34.0976092,service,False,499
-117.7102742,-117.7100291,34.1021086,34.1021048,footway,False,500
-117.7102742,-117.7103607,34.1021086,34.1021919,footway,False,501
-117.7102742,-117.7103625,34.1021086,34.1020331,footway,False,502
-117.710675,-117.7106774,34.1022195,34.1019979,footway,False,503
-117.710675,-117.7110922,34.1022195,34.102223,footway,False,504
-117.7110922,-117.7110949,34.102223,34.102002,footway,False,504
-117.7110949,-117.7106774,34.102002,34.1019979,footway,False,504
-117.710675,-117.710382,34.1022195,34.1022173,footway,False,505
-117.7106774,-117.7103629,34.1019979,34.1019955,footway,False,506
-117.7106774,-117.710675,34.1019979,34.1022195,footway,False,507
-117.7106774,-117.7110949,34.1019979,34.102002,footway,False,508
-117.7110949,-117.7110922,34.102002,34.102223,footway,False,508
-117.7110922,-117.710675,34.102223,34.1022195,footway,False,508
-117.7103629,-117.7103625,34.1019955,34.1020331,footway,False,509
-117.7103629,-117.7106774,34.1019955,34.1019979,footway,False,510
-117.7103629,-117.710364,34.1019955,34.1019151,footway,False,511
-117.710364,-117.7103018,34.1019151,34.1019145,footway,False,511
-117.7103018,-117.7100299,34.1019145,34.1020617,footway,False,511
-117.7100299,-117.7100291,34.1020617,34.1021048,footway,False,511
-117.7103607,-117.7103625,34.1021919,34.1020331,footway,False,512
-117.7103607,-117.7102742,34.1021919,34.1021086,footway,False,513
-117.7103607,-117.7103604,34.1021919,34.1022171,footway,False,514
-117.7103604,-117.710382,34.1022171,34.1022173,footway,False,514
-117.7103625,-117.7103607,34.1020331,34.1021919,footway,False,515
-117.7103625,-117.7103629,34.1020331,34.1019955,footway,False,516
-117.7103625,-117.7102742,34.1020331,34.1021086,footway,False,517
-117.7099094,-117.7100291,34.102103,34.1021048,footway,False,518
-117.7099094,-117.7098776,34.102103,34.1021025,footway,False,519
-117.7099094,-117.710069,34.102103,34.1022985,footway,False,520
-117.710069,-117.710136,34.1022985,34.1022985,footway,False,520
-117.710136,-117.710069,34.1022985,34.1022985,footway,False,521
-117.710069,-117.7099094,34.1022985,34.102103,footway,False,521
-117.7088767,-117.7088767,34.1022596,34.1021835,footway,False,522
-117.7081418,-117.7080412,34.102156,34.1021552,footway,False,523
-117.7081418,-117.7081431,34.102156,34.102009,footway,False,524
-117.7081418,-117.7084851,34.102156,34.1021586,footway,False,525
-117.7084851,-117.7084847,34.1021586,34.1021375,footway,False,525
